B	cDC1	cDC2	eos	mon	neu	pDC	mye	mouse	treatment	exp
8.604481191	10.52600912	11.33059694	0	0	7.124006376	12.26261374	6.008645248	540	PBS	DL33
0	0	0	0	0	0	4.032361663	0	540	PBS	DL33
0	0	0	3.934833288	0	1.374513051	0	2.68261129	540	PBS	DL33
3.040064265	0	0	0	0	0	0	0	540	PBS	DL33
0	0	3.241918793	0	0	0	3.299440819	0	540	PBS	DL33
2.202760789	0	8.382584788	6.372840602	5.929611683	6.399064539	7.238040891	6.223706441	540	PBS	DL33
0	8.919730607	8.764755498	10.24626836	0	0	0	8.902729844	540	PBS	DL33
0	0	8.244946005	0	0	0	0	0	540	PBS	DL33
11.03793161	0	0	0	0	0	0	0	540	PBS	DL33
0	10.77023568	11.27954708	9.309097957	9.322664404	10.06538096	9.671824324	9.628379415	540	PBS	DL33
2.886736863	0	0	0	0	0	0	0	540	PBS	DL33
5.88766185	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	3.409451474	0	0	0	2.08053317	540	PBS	DL33
4.853124632	0	0	0	0	0	0	0	540	PBS	DL33
3.577551436	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	0	0	1.374513051	0	0.574349443	540	PBS	DL33
2.886736863	0	0	0	0	0	0	0	540	PBS	DL33
0	9.284535107	8.641837845	0	7.607251019	7.855886435	8.840647902	7.422856387	540	PBS	DL33
3.925466421	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	0	0	0	7.137530945	0	540	PBS	DL33
3.395573017	0	0	0	0	0	0	0	540	PBS	DL33
8.087629863	0	0	0	0	0	0	0	540	PBS	DL33
1.812046271	0	0	0	0	0	0	0	540	PBS	DL33
0	0	7.994763385	0	10.03085339	11.3594936	6.314432837	10.53102697	540	PBS	DL33
0	0	0	0	1.534532099	0	0	0.816043093	540	PBS	DL33
0	0	0	0	5.322838802	0	0	4.434484702	540	PBS	DL33
4.898581713	0	0	0	0	0	0	0	540	PBS	DL33
8.214730344	9.056576915	8.281466072	0	7.78773932	9.416856568	10.16752548	8.521468359	540	PBS	DL33
0	0	1.579075593	0	0	0	0	0	540	PBS	DL33
0	7.016876493	0	0	0	0	0	0	540	PBS	DL33
0	0	2.240182714	0	0	0	0	0	540	PBS	DL33
0	10.99212606	12.40286628	0	7.13122234	9.21529927	9.860522097	8.2449954	540	PBS	DL33
5.296581319	0	0	0	0	0	0	0	540	PBS	DL33
0	7.937239874	0	0	0	0	0	0	540	PBS	DL33
0	0	3.978339008	0	0	0	0	0	540	PBS	DL33
0	0	0	1.961981405	0	0	0	0.816043093	540	PBS	DL33
3.49068834	0	0	0	0	0	0	0	540	PBS	DL33
4.087877319	0	0	0	0	0	0	0	540	PBS	DL33
5.46132951	0	0	0	0	0	0	0	540	PBS	DL33
0	0	8.233293008	0	7.051474511	7.64166363	0	7.054205642	540	PBS	DL33
8.916709321	0	0	0	0	0	0	0	540	PBS	DL33
3.86489197	0	0	0	0	0	0	0	540	PBS	DL33
0	6.851844627	7.993979993	0	0	0	0	0	540	PBS	DL33
0	0	8.521283453	0	7.249005242	6.37098173	0	6.646643937	540	PBS	DL33
0	5.968913671	3.733438048	6.294450463	6.357051633	6.152575386	4.907570533	6.277520193	540	PBS	DL33
0	7.298043538	0	0	0	0	0	0	540	PBS	DL33
7.205546343	9.194532625	8.966052267	0	5.592361637	8.212131102	10.09945373	7.184194715	540	PBS	DL33
4.136641329	0	0	0	0	0	0	0	540	PBS	DL33
0	6.624315748	6.007286445	0	0	0	0	0	540	PBS	DL33
0	0	0	0	2.343508066	4.278990262	0	3.329793965	540	PBS	DL33
0	9.270410852	8.698814015	0	10.19371953	11.78585483	6.940041472	10.89787839	540	PBS	DL33
4.036614415	0	0	0	0	0	0	0	540	PBS	DL33
0	8.632601799	8.195576412	0	4.854309943	0	9.05960515	3.966137224	540	PBS	DL33
0	0	8.188504703	0	0	0	0	0	540	PBS	DL33
8.040760938	0	0	0	0	0	0	0	540	PBS	DL33
4.493186105	0	0	0	0	0	0	0	540	PBS	DL33
6.061682343	9.406472165	10.48116971	0	10.76809385	11.20693416	11.14408118	10.68434702	540	PBS	DL33
0	0	0	0	0	0	2.430383942	0	540	PBS	DL33
1.812046271	0	0	0	0	0	0	0	540	PBS	DL33
0	3.436246747	5.832935584	6.195270891	6.008747968	6.550132831	6.20680296	6.262603213	540	PBS	DL33
0	0	0	9.311201449	5.937424113	7.477994823	0	8.194707307	540	PBS	DL33
0	6.963530602	8.115587101	0	0	0	0	0	540	PBS	DL33
0	11.48653001	11.37189366	0	6.547438509	8.293563009	8.672584535	7.376129346	540	PBS	DL33
0	0	0	4.886516837	0	0	9.788675076	3.54375716	540	PBS	DL33
0	0	0	10.01573553	0	0	0	8.672197031	540	PBS	DL33
0	0	8.249812194	0	0	0	0	0	540	PBS	DL33
7.930268943	9.075461186	8.986592894	0	6.620790857	5.733240878	7.208433497	6.016069098	540	PBS	DL33
1.812046271	0	0	0	0	0	0	0	540	PBS	DL33
0	0	3.408539288	2.79307523	5.696620034	3.611698451	7.283971326	4.93364392	540	PBS	DL33
0	0	7.314841153	0	0	0	0	0	540	PBS	DL33
3.731495044	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	0	2.015688275	0	0	1.203677162	540	PBS	DL33
0	0	0	0	0	5.092611129	0	3.977557811	540	PBS	DL33
5.003931663	11.66848324	11.66560713	0	10.7830432	11.40826014	12.73267464	10.80658285	540	PBS	DL33
6.893983016	11.27400043	10.67727477	11.62558885	6.214345175	7.820871928	11.03456703	10.31646329	540	PBS	DL33
2.886736863	0	7.179320727	6.218690975	6.346768829	6.923336001	7.023772221	6.549126962	540	PBS	DL33
4.310919582	0	0	0	0	0	0	0	540	PBS	DL33
2.886736863	0	0	0	0	0	0	0	540	PBS	DL33
0	7.095347991	0	9.159953329	10.9451429	10.92658638	0	10.69260405	540	PBS	DL33
0	0	7.503069869	6.854676886	6.470562373	7.151928802	7.003487582	6.836808138	540	PBS	DL33
0	0	0	4.427070338	2.876426475	0	0	3.372249116	540	PBS	DL33
0	0	0	0	7.262540052	9.192583715	0	8.244517579	540	PBS	DL33
8.326040851	0	0	0	0	0	0	0	540	PBS	DL33
0	10.31126851	9.288835874	0	10.69999009	12.3270375	7.605516026	11.43205835	540	PBS	DL33
0	11.53405578	12.17190561	0	11.34768997	11.96744151	11.45757191	11.36796335	540	PBS	DL33
13.3287661	7.13404074	0	0	0	0	0	0	540	PBS	DL33
3.657478701	0	0	0	0	0	0	0	540	PBS	DL33
4.780813447	0	0	0	0	0	0	0	540	PBS	DL33
3.657478701	0	0	0	0	0	0	0	540	PBS	DL33
6.613326332	0	0	0	0	0	0	0	540	PBS	DL33
6.385171281	6.975203866	8.842843932	0	0	0	0	0	540	PBS	DL33
3.290475681	0	0	0	0	0	0	0	540	PBS	DL33
4.647303597	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	0	2.956000856	0	0	2.08053317	540	PBS	DL33
0	7.65569816	8.158378002	8.157961514	2.343508066	0	0	6.819073725	540	PBS	DL33
0	0	6.818846519	0	0	0	0	0	540	PBS	DL33
2.886736863	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	2.64027074	0	0	0	1.359802199	540	PBS	DL33
2.886736863	0	0	3.552280489	0	0	0	2.219791319	540	PBS	DL33
0	6.939767151	0	0	0	0	0	0	540	PBS	DL33
0	0	0	0	4.81922304	0	0	3.931071992	540	PBS	DL33
8.552929164	10.55533128	9.274347568	0	0	0	8.856834723	0	540	PBS	DL33
0	0	8.230822346	0	0	0	0	0	540	PBS	DL33
10.87103433	0	5.732854027	0	0	0	0	0	540	PBS	DL33
4.9631135	0	0	0	0	0	0	0	540	PBS	DL33
0	7.843554416	8.251630927	0	9.453655671	9.786212242	0	9.312557268	540	PBS	DL33
0	0	6.8488487	9.647733717	0	0	0	8.304195246	540	PBS	DL33
0	0	0	0	0	4.112012322	4.838585742	2.998865109	540	PBS	DL33
0	0	0	3.24283019	0	0	0	1.919514631	540	PBS	DL33
2.705776225	0	0	0	0	0	0	0	540	PBS	DL33
11.79522043	0	7.990840274	0	0	0	7.684262857	0	540	PBS	DL33
0	0	0	3.979252553	0	0	0	2.640464971	540	PBS	DL33
10.47666137	0	0	0	0	0	0	0	540	PBS	DL33
0	10.41825858	9.27847756	0	11.99452916	9.541754105	11.99217532	11.17239421	540	PBS	DL33
1.812046271	0	0	0	0	0	0	0	540	PBS	DL33
4.588474575	0	0	0	0	0	0	0	540	PBS	DL33
4.493186105	0	0	0	0	0	0	0	540	PBS	DL33
3.17306023	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	0	7.937950358	0	7.920596957	7.04947999	540	PBS	DL33
1.812046271	0	0	0	0	0	0	0	540	PBS	DL33
8.662306894	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	1.961981405	0	0	0	0.816043093	540	PBS	DL33
0	0	0	0	1.802215211	0	3.299440819	1.024207754	540	PBS	DL33
7.447971612	0	0	0	0	0	0	0	540	PBS	DL33
3.86489197	0	0	0	0	0	0	0	540	PBS	DL33
0	8.632232999	0	0	0	0	0	0	540	PBS	DL33
7.487125524	0	0	0	6.05477326	8.137095928	9.280123334	7.167028923	540	PBS	DL33
0	0	0	4.139499289	2.591196023	0	0	3.085480423	540	PBS	DL33
0	0	0	4.101778854	0	4.399577096	4.705073541	3.748919748	540	PBS	DL33
0	7.94386973	10.20435344	10.95456052	6.214345175	7.772972252	8.772447335	9.674872208	540	PBS	DL33
0	0	8.115587101	0	0	0	0	0	540	PBS	DL33
3.657478701	0	0	0	0	0	0	0	540	PBS	DL33
0	11.60622566	11.15683255	0	8.457057303	10.11921626	9.161945901	9.217389436	540	PBS	DL33
0	0	0	2.925729982	0	0	0	1.619318629	540	PBS	DL33
5.099234026	0	0	0	0	0	0	0	540	PBS	DL33
3.040064265	0	0	0	0	0	0	0	540	PBS	DL33
0	8.247936601	7.446438581	0	10.44416336	4.64068143	10.10463078	9.558093852	540	PBS	DL33
2.202760789	0	0	0	0	0	0	0	540	PBS	DL33
3.49068834	0	0	0	5.925682461	5.179616481	0	5.357825421	540	PBS	DL33
5.134949542	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	2.241076435	0	0	0	1.024207754	540	PBS	DL33
0	0	8.409840141	0	10.09969912	11.43219089	0	10.60276502	540	PBS	DL33
10.07090225	0	0	0	0	0	0	0	540	PBS	DL33
3.577551436	0	0	0	0	0	0	0	540	PBS	DL33
5.340381837	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	1.579915293	0	0	0	0.574349443	540	PBS	DL33
0	0	6.8488487	0	0	0	0	0	540	PBS	DL33
0	0	0	4.210924462	0	0	0	2.870383377	540	PBS	DL33
0	0	0	0	2.474892752	0	4.47686226	1.619318629	540	PBS	DL33
0	0	0	0	3.334051659	0	0	2.451757179	540	PBS	DL33
4.876111413	0	0	0	0	0	3.299440819	0	540	PBS	DL33
0	8.213773504	0	0	10.04994812	5.872739888	9.402313048	9.173629956	540	PBS	DL33
0	8.267250504	7.707342395	0	0	0	0	0	540	PBS	DL33
0	0	0	4.175849133	0	0	0	2.835524776	540	PBS	DL33
10.75385269	0	0	0	6.369758209	4.353071788	0	5.582103155	540	PBS	DL33
0	0	6.623239698	6.27275779	6.131348978	6.374141272	7.130336678	6.253311692	540	PBS	DL33
7.673888967	12.01536579	11.31724396	12.24597217	7.033432812	8.617261441	11.61846524	10.94352048	540	PBS	DL33
3.657478701	0	0	0	0	0	0	0	540	PBS	DL33
8.884212556	12.06362283	10.61142148	0	5.570139131	6.795254496	10.30658318	5.993630135	540	PBS	DL33
0	8.628907668	0	0	10.98507579	6.7289202	10.36695957	10.10784032	540	PBS	DL33
3.731495044	0	0	0	0	0	0	0	540	PBS	DL33
7.265650205	8.833071337	8.647969071	0	5.979334449	8.283330363	9.742341737	7.286006979	540	PBS	DL33
4.588474575	0	0	0	0	0	0	0	540	PBS	DL33
4.557709478	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	0	2.591196023	0	0	1.729088159	540	PBS	DL33
1.812046271	0	0	0	0	0	0	0	540	PBS	DL33
0	7.011295092	0	0	0	0	0	0	540	PBS	DL33
4.647303597	0	0	0	0	0	0	0	540	PBS	DL33
6.354556825	11.09855535	11.51932569	0	10.40618356	11.85877821	11.0469334	11.00080392	540	PBS	DL33
6.471763357	0	0	0	0	0	0	0	540	PBS	DL33
4.227570654	0	0	9.637930456	0	0	0	8.294391986	540	PBS	DL33
0	0	0	4.427070338	2.695494043	0	0	3.329793965	540	PBS	DL33
4.087877319	0	0	0	0	0	0	0	540	PBS	DL33
6.778840263	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	0	0	3.982879629	4.802222828	2.870383377	540	PBS	DL33
3.577551436	0	0	0	0	0	0	0	540	PBS	DL33
2.705776225	0	0	2.64027074	0	0	0	1.359802199	540	PBS	DL33
3.982582785	0	0	0	0	0	0	0	540	PBS	DL33
11.21609183	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	3.616719616	0	0	1.932950136	2.282914518	540	PBS	DL33
5.169433408	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	0	1.180552919	0	0	0.574349443	540	PBS	DL33
0	0	2.639365822	0	0	0	0	0	540	PBS	DL33
4.424211741	0	0	0	0	0	0	0	540	PBS	DL33
3.395573017	0	0	0	0	0	0	0	540	PBS	DL33
0	11.24109236	9.12725102	0	13.17159994	13.1205542	12.573972	12.84693099	540	PBS	DL33
0	0	0	0	6.118445696	7.872239443	0	6.953432856	540	PBS	DL33
0	0	6.755998776	0	0	5.306609062	0	4.191446727	540	PBS	DL33
0	0	5.662788042	0	0	0	0	0	540	PBS	DL33
6.279252933	7.851638532	8.110019934	9.12132887	0	0	0	7.777790505	540	PBS	DL33
0	0	0	0	6.553760949	0	0	5.665299926	540	PBS	DL33
4.270112908	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	0	5.344190931	5.677843326	0	5.203682756	540	PBS	DL33
0	7.040708931	7.346783005	8.964888991	0	0	0	7.621350687	540	PBS	DL33
13.54589729	7.147155665	5.791263633	0	0	4.997308871	0	3.882321278	540	PBS	DL33
9.32536676	8.706156516	0	0	0	0	9.228553286	0	540	PBS	DL33
8.73917247	0	0	0	0	0	0	0	540	PBS	DL33
0	0	7.267363926	11.81331233	0	5.49805528	0	10.47204321	540	PBS	DL33
0	0	8.253446359	0	0	0	0	0	540	PBS	DL33
0	0	3.482496561	0	0	0	0	0	540	PBS	DL33
0	10.34036221	7.621279553	11.40896538	13.39086404	11.21454275	0	12.66608573	540	PBS	DL33
10.65173346	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	4.210924462	0	0	0	2.870383377	540	PBS	DL33
0	0	0	3.042910664	0	0	0	1.729088159	540	PBS	DL33
0	0	9.360687115	0	4.865737266	7.188917327	0	6.189473547	540	PBS	DL33
5.099234026	0	0	0	0	0	0	0	540	PBS	DL33
1.812046271	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	4.175849133	3.223142075	0	0	3.307872576	540	PBS	DL33
0	0	0	4.714689943	2.474892752	0	0	3.526087661	540	PBS	DL33
4.920558228	0	0	0	0	0	0	0	540	PBS	DL33
0	8.356164063	7.595932587	0	6.604948998	0	8.59806068	5.716487005	540	PBS	DL33
0	7.576226663	9.384965421	0	5.330006953	7.588779866	0	6.596593314	540	PBS	DL33
6.589033729	0	0	0	0	0	0	0	540	PBS	DL33
7.134497081	8.681532419	8.511989707	9.270895887	7.294094803	8.270153704	9.224337147	8.446244944	540	PBS	DL33
0	0	6.811203188	0	0	3.947813538	0	2.835524776	540	PBS	DL33
4.350126708	0	0	0	0	0	0	0	540	PBS	DL33
0	0	7.895215603	0	0	0	0	0	540	PBS	DL33
0	0	8.158378002	0	0	0	0	0	540	PBS	DL33
10.73994265	7.657655107	7.987690666	0	0	0	11.30197029	0	540	PBS	DL33
0	8.543173995	8.586631078	0	0	0	0	0	540	PBS	DL33
3.49068834	0	0	0	0	0	0	0	540	PBS	DL33
0	7.282517482	8.906501781	0	0	7.799865911	0	6.684500787	540	PBS	DL33
0	0	8.162359427	0	0	0	0	0	540	PBS	DL33
0	7.725669955	0	0	0	0	0	0	540	PBS	DL33
0	0	0	9.728434262	0	0	0	8.384895782	540	PBS	DL33
8.526711527	0	0	0	0	0	0	0	540	PBS	DL33
2.202760789	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	0	0	4.997308871	0	3.882321278	540	PBS	DL33
0	0	6.903952342	0	0	0	0	0	540	PBS	DL33
2.202760789	0	0	0	0	0	0	0	540	PBS	DL33
0	6.450747714	0	0	0	0	0	0	540	PBS	DL33
6.866416244	0	0	0	0	0	0	0	540	PBS	DL33
0	0	7.286626141	0	0	0	0	0	540	PBS	DL33
0	6.602092691	0	0	7.037326387	4.399577096	6.693705871	6.20428851	540	PBS	DL33
0	0	6.846382613	0	0	0	6.496753393	0	540	PBS	DL33
3.040064265	0	0	0	0	0	0	0	540	PBS	DL33
0	7.87314473	0	0	4.300547991	0	0	3.412978903	540	PBS	DL33
0	11.10049504	11.23204348	13.1282	6.829288776	7.567965502	0	11.7923635	540	PBS	DL33
5.602736718	0	0	0	0	0	0	0	540	PBS	DL33
1.812046271	0	0	0	0	0	0	0	540	PBS	DL33
5.764702283	0	0	0	0	0	0	0	540	PBS	DL33
3.577551436	0	0	0	0	0	0	0	540	PBS	DL33
1.812046271	0	0	0	0	0	0	0	540	PBS	DL33
0	0	2.240182714	0	0	0	0	0	540	PBS	DL33
0	7.418002756	0	0	0	0	0	0	540	PBS	DL33
0	0	0	0	0	0	6.342603535	0	540	PBS	DL33
0	0	8.999291477	4.850802972	0	4.692857952	0	4.236277672	540	PBS	DL33
6.364866133	10.09433329	10.76205215	0	9.563675833	10.86132045	10.40249595	10.04067492	540	PBS	DL33
0	0	6.582289245	6.506371312	6.144087885	6.568481896	6.75597208	6.396567183	540	PBS	DL33
0	0	0	0	8.677880579	7.928457107	0	8.109095439	540	PBS	DL33
0	0	0	9.806440797	0	0	0	8.46290231	540	PBS	DL33
0	10.02660967	8.213354655	0	0	0	0	0	540	PBS	DL33
6.660209757	11.14272251	10.3556025	11.75616708	6.382305353	7.413177367	10.86796268	10.43599035	540	PBS	DL33
0	0	7.273825978	0	9.04755453	10.19996412	0	9.418443268	540	PBS	DL33
0	0	0	13.1387322	0	5.665104602	0	11.79590681	540	PBS	DL33
2.202760789	0	0	0	1.802215211	0	0	1.024207754	540	PBS	DL33
0	0	0	9.961962579	9.036387079	0	0	9.103737927	540	PBS	DL33
0	0	0	0	0	0	6.377694645	0	540	PBS	DL33
6.633128889	0	0	0	0	0	0	0	540	PBS	DL33
0	7.900351998	9.1196522	0	0	7.012167057	0	5.89680728	540	PBS	DL33
5.613665495	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	8.734739384	0	4.19898088	0	7.404574356	540	PBS	DL33
0	7.432799563	0	0	5.721070592	0	0	4.832652314	540	PBS	DL33
0	0	0	5.376029495	0	0	0	4.032783787	540	PBS	DL33
0	7.292425551	0	0	0	0	0	0	540	PBS	DL33
0	0	1.961102684	0	2.015688275	0	0	1.203677162	540	PBS	DL33
2.485123609	0	0	0	0	0	0	0	540	PBS	DL33
0	0	7.614430215	6.651552759	6.428598384	6.799386723	8.065933867	6.621124299	540	PBS	DL33
4.898581713	0	0	0	0	0	6.836620097	0	540	PBS	DL33
0	7.394117288	0	0	0	0	0	0	540	PBS	DL33
0	0	6.811203188	0	0	4.604320812	0	3.489785255	540	PBS	DL33
0	8.159644007	7.924203132	9.41110478	0	0	0	8.067566344	540	PBS	DL33
1.812046271	0	0	0	0	0	0	0	540	PBS	DL33
0	0	0	0	0	0	2.430383942	0	540	PBS	DL33
0	8.897345789	8.030151685	0	5.735459025	6.688282676	0	5.967575354	540	PBS	DL33
4.183138672	9.009896013	7.413377742	0	5.725889775	6.817773305	0	6.053808993	540	PBS	DL33
0	0	6.644614483	0	0	0	0	0	540	PBS	DL33
0	0	0	3.616719616	0	1.374513051	0	2.39853006	540	PBS	DL33
0	9.308454243	8.388940741	0	0	0	0	0	540	PBS	DL33
0	9.027688738	7.941696285	0	0	0	0	0	540	PBS	DL33
0	9.914129506	9.714140087	0	6.756529605	7.319651384	9.193628029	6.743384436	540	PBS	DL33
4.920558228	0	0	0	0	0	4.279099237	0	540	PBS	DL33
0	0	0	0	0	3.982879629	0	2.870383377	540	PBS	DL33
0	0	7.592425863	0	6.913371712	8.991326956	7.985596044	8.021851888	540	PBS	DL33
0	6.431817698	0	8.145521397	0	0	0	6.840184212	538	PBS	DL33
0	0	0	0	6.191454157	0	0	5.234875507	538	PBS	DL33
4.757396619	6.388926365	6.702842547	0	0	0	0	0	538	PBS	DL33
10.68196056	0	0	0	0	0	0	0	538	PBS	DL33
9.783081322	6.408650762	0	0	0	0	0	0	538	PBS	DL33
0	0	0	0	0	0	6.838330004	0	538	PBS	DL33
4.757396619	5.969422609	0	0	0	0	0	0	538	PBS	DL33
9.455853283	0	0	0	4.751163066	0	0	3.79499116	538	PBS	DL33
0	0	0	0	0	1.244785181	0	0.52445643	538	PBS	DL33
0	0	7.894796672	0	0	0	0	0	538	PBS	DL33
8.330871687	10.65306131	9.93446799	10.61086019	10.70644589	11.19139586	11.67328714	10.88075886	538	PBS	DL33
5.450488484	0	0	0	0	0	0	0	538	PBS	DL33
0	0	8.743573709	0	0	0	3.492865126	0	538	PBS	DL33
0	0	5.597393156	0	0	0	4.24982897	0	538	PBS	DL33
0	0	5.083149887	0	0	0	0	0	538	PBS	DL33
0	0	0	0	0	0	1.904903311	0	538	PBS	DL33
0	0	0	0	0	0	2.182968	0	538	PBS	DL33
0	8.465372608	5.627851551	0	0	0	0	0	538	PBS	DL33
7.322272657	0	0	0	0	0	0	0	538	PBS	DL33
0	7.384092117	8.863768217	0	0	0	0	0	538	PBS	DL33
8.122152689	10.38092796	10.35310028	0	0	5.235762478	0	4.170959355	538	PBS	DL33
5.162820753	6.981568664	0	0	0	0	7.298602657	0	538	PBS	DL33
0	0	0	0	2.312403321	0	0	1.407695652	538	PBS	DL33
0	0	0	0	5.001075433	5.018970123	4.735210329	4.693425034	538	PBS	DL33
0	0	6.140666881	0	0	0	5.484387106	0	538	PBS	DL33
0	0	5.326757143	0	0	3.174848527	5.165948721	2.122525334	538	PBS	DL33
0	8.253034625	0	0	0	0	0	0	538	PBS	DL33
0	7.910118016	9.099805082	9.161968212	0	7.286157463	0	8.0346571	538	PBS	DL33
9.976906191	0	6.402568532	0	7.714195631	7.374803196	0	7.251698068	538	PBS	DL33
0	0	0	0	1.772242428	0	0	0.948774122	538	PBS	DL33
0	9.359644435	10.31808498	0	0	0	0	0	538	PBS	DL33
0	0	0	0	0	0	1.904903311	0	538	PBS	DL33
0	0	4.15840705	0	0	0	0	0	538	PBS	DL33
0	0	7.343437144	0	0	0	0	0	538	PBS	DL33
5.414122231	7.808521832	8.500272716	9.30598944	10.15047932	6.461504051	10.024274	9.475795166	538	PBS	DL33
0	0	0	0	6.680999767	0	0	5.724406012	538	PBS	DL33
12.16680536	8.90230538	0	0	0	0	7.976823848	0	538	PBS	DL33
0	0	0	0	0	0	2.401565283	0	538	PBS	DL33
0	0	8.059696146	0	0	0	0	0	538	PBS	DL33
0	0	8.094241889	0	6.399274829	6.923388774	0	6.365119693	538	PBS	DL33
0	0	0	0	0	0	7.516100512	0	538	PBS	DL33
0	5.599682735	0	0	0	0	0	0	538	PBS	DL33
0	0	0	11.05677996	0	0	0	9.751441715	538	PBS	DL33
5.729194007	0	0	3.105280036	0	0	0	1.824303714	538	PBS	DL33
6.584175562	5.317841943	0	0	0	0	0	0	538	PBS	DL33
0	10.7621466	0	0	0	0	0	0	538	PBS	DL33
0	0	0	0	0	0	1.525503706	0	538	PBS	DL33
0	0	3.104124759	0	0	0	0	0	538	PBS	DL33
12.03140634	8.775527516	0	0	0	0	0	0	538	PBS	DL33
0	0	3.421630892	0	4.856509393	5.986516751	6.097100548	5.229010722	538	PBS	DL33
0	0	0	0	4.382147146	1.60486657	0	3.478526183	538	PBS	DL33
0	0	0	0	0	0	1.904903311	0	538	PBS	DL33
0	0	0	0	0	5.16556249	0	4.10079101	538	PBS	DL33
0	6.842357508	0	0	0	0	0	0	538	PBS	DL33
0	7.946858576	7.831707895	0	0	0	0	0	538	PBS	DL33
0	3.429470538	0	0	0	0	1.904903311	0	538	PBS	DL33
0	0	0	0	2.924475672	0	3.674904189	1.984075169	538	PBS	DL33
0	0	6.290530027	0	0	0	0	0	538	PBS	DL33
0	0	7.41793039	0	0	0	0	0	538	PBS	DL33
0	9.764564729	7.424585984	9.58596016	13.17909949	12.00369146	12.03478765	12.48207973	538	PBS	DL33
7.981896826	0	0	0	0	0	0	0	538	PBS	DL33
0	7.141992654	0	0	0	0	0	0	538	PBS	DL33
0	7.699730086	0	0	0	0	0	0	538	PBS	DL33
0	0	7.033936383	0	8.413066047	4.953735693	7.31476758	7.484290809	538	PBS	DL33
0	7.554313156	7.325287841	0	0	0	5.628089523	0	538	PBS	DL33
0	7.880976889	7.575176582	0	0	0	7.904334018	0	538	PBS	DL33
10.24004295	6.798366044	0	0	6.267439473	0	0	5.310857412	538	PBS	DL33
8.935001431	6.577205346	0	0	0	0	0	0	538	PBS	DL33
12.11919735	10.72117596	10.99945291	0	9.521040376	10.62476718	9.684029501	9.874277475	538	PBS	DL33
