"B"	"cDC1"	"cDC2"	"eos"	"mon"	"neu"	"pDC"	"mye"	"mouse"	"treatment"	"exp"
7.78389786290787	0	0	0	0	0	7.81928214777045	0	"1127"	"PBS"	"DL191_noE"
0	11.3485261913173	11.8551440649815	10.7717727546489	0	5.6229902657944	10.5144896580121	9.6535274983533	"1127"	"PBS"	"DL191_noE"
10.4031201081488	12.1018466110329	13.3603722582722	9.85507295868405	9.66178162412083	10.6189527238278	12.3187226649088	10.1421120449368	"1127"	"PBS"	"DL191_noE"
0	0	0	0	0	5.56007819148637	0	4.48479542324797	"1127"	"PBS"	"DL191_noE"
0	0	0	0	0	1.9306694413751	0	0.984397043545279	"1127"	"PBS"	"DL191_noE"
0	0	4.83437605869974	0	0	0	1.62084034661062	0	"1127"	"PBS"	"DL191_noE"
0	0	0	0	0	0	2.00473218441495	0	"1127"	"PBS"	"DL191_noE"
0	0	0	0	0	2.60799615421089	0	1.57128817064123	"1127"	"PBS"	"DL191_noE"
0	0	0	7.95974925961034	4.82116515765393	0	0	6.87901632682537	"1127"	"PBS"	"DL191_noE"
11.351811081566	0	0	0	0	0	0	0	"1127"	"PBS"	"DL191_noE"
0	0	0	0	0	0	2.96988781402871	0	"1127"	"PBS"	"DL191_noE"
0	12.3151514890935	13.0259378899286	0	3.87706768208815	3.61487819166804	9.04259776739397	3.36094358705648	"1127"	"PBS"	"DL191_noE"
4.34251812394698	0	0	0	0	5.10811482946505	0	4.03299715920213	"1127"	"PBS"	"DL191_noE"
0	0	3.16837761209963	0	0	2.3244877505039	0	1.31437960677317	"1127"	"PBS"	"DL191_noE"
10.6998853910082	0	0	0	0	0	0	0	"1127"	"PBS"	"DL191_noE"
0	9.47916588669193	0	0	0	0	0	0	"1127"	"PBS"	"DL191_noE"
9.49767865665518	0	0	0	0	0	0	0	"1127"	"PBS"	"DL191_noE"
0	0	0	0	0	1.9306694413751	0	0.984397043545279	"1127"	"PBS"	"DL191_noE"
0	0	0	0	0	0	1.62084034661062	0	"1127"	"PBS"	"DL191_noE"
8.002889620027	0	0	0	0	0	0	0	"1127"	"PBS"	"DL191_noE"
0	0	5.45915888793742	0	1.95113136783201	4.79984464929398	0	3.77897101734664	"1127"	"PBS"	"DL191_noE"
0	0	2.64136190211922	0	0	0	3.67266552305834	0	"1126"	"PBS"	"DL191_noE"
0	10.7619522188328	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
11.1693402244996	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
4.98820051762584	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
0	0	0	0	0	0	3.60376809867278	0	"1126"	"PBS"	"DL191_noE"
10.9202069901961	0	2.92682598155532	0	0	0	8.00538128898294	0	"1126"	"PBS"	"DL191_noE"
6.65941101921168	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
0	0	0	0	0	0	3.26800592034995	0	"1126"	"PBS"	"DL191_noE"
0	11.4920426054585	11.9519612710523	9.32743883455065	3.67787377532249	4.94872869738311	0	8.2637667342414	"1126"	"PBS"	"DL191_noE"
7.18698819271058	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
7.3498284549132	0	9.19257515296861	10.168256484376	10.4935792912552	5.12391791745519	11.8945375489672	9.96088372263369	"1126"	"PBS"	"DL191_noE"
6.21363704981329	9.79477586571172	10.5689316083219	0	0	0	9.29386881531486	0	"1126"	"PBS"	"DL191_noE"
0	5.09448983182878	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
0	10.4188909807056	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
0	0	0	2.83337505801146	3.34201393773376	4.70952987022418	0	3.92994967062599	"1126"	"PBS"	"DL191_noE"
7.04931428275597	0	0	10.5879586218514	11.2755981865596	12.5799655898797	7.49921109125669	11.8005724935786	"1126"	"PBS"	"DL191_noE"
0	11.0596259243794	10.945701125878	8.33456383004767	0	4.7874796946323	0	7.28244296048077	"1126"	"PBS"	"DL191_noE"
6.99627163109307	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
0	12.2438546887241	12.6310600943803	0	7.31482126426124	8.59351706027687	12.8403081697112	7.7133246085714	"1126"	"PBS"	"DL191_noE"
6.50025297761394	0	0	0	0	0	8.45002217747212	0	"1126"	"PBS"	"DL191_noE"
6.67025119852121	0	0	0	0	3.8070745352328	0	2.67210909441973	"1126"	"PBS"	"DL191_noE"
5.38879737805035	10.7044922802414	10.8959010970018	13.6048686998063	13.1173082537386	9.84889707314509	13.366570651397	13.0183140181581	"1126"	"PBS"	"DL191_noE"
2.55189914986693	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
0	0	4.06368212832105	0	0	0	4.79267964033689	0	"1126"	"PBS"	"DL191_noE"
0	0	0	0	0	0	4.09973856476621	0	"1126"	"PBS"	"DL191_noE"
6.12933067943133	0	3.61782034165897	0	0	0	3.96006520837685	0	"1126"	"PBS"	"DL191_noE"
0	8.2703486466509	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
5.11079273181398	0	0	0	0	0	2.07836439216241	0	"1126"	"PBS"	"DL191_noE"
13.8624458461899	0	0	0	0	3.8070745352328	9.53052414008257	2.67210909441973	"1126"	"PBS"	"DL191_noE"
4.94375307669147	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
0	0	0	0	0	0	7.52923477242223	0	"1126"	"PBS"	"DL191_noE"
0	0	0	0	6.08160766777337	9.38580755484395	0	8.28482014070129	"1126"	"PBS"	"DL191_noE"
1.87639158352057	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
0	0	3.14893791201564	0	0	0	4.54760066155332	0	"1126"	"PBS"	"DL191_noE"
0	0	2.79416931745719	0	0	0	2.07836439216241	0	"1126"	"PBS"	"DL191_noE"
6.99432421407794	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
7.0344441430203	10.2313656840781	2.24215412163197	0	1.7612921307302	0	9.32777840628119	0.85286955364156	"1126"	"PBS"	"DL191_noE"
0	0	0	13.0892346184464	12.5559311217351	9.80502115697983	9.93656018447022	12.4939680752402	"1126"	"PBS"	"DL191_noE"
1.87639158352057	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
0	11.1686085120612	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
0	0	0	0	0	0	2.07836439216241	0	"1126"	"PBS"	"DL191_noE"
0	8.40423993030801	6.75530891471958	0	0	0	7.2462367689117	0	"1126"	"PBS"	"DL191_noE"
0	9.2005095677162	10.9446748321454	6.08158083979591	0	0	7.8002289589406	5.00274203944852	"1126"	"PBS"	"DL191_noE"
0	10.4031466230061	11.1293757795292	8.48239919601764	0	0	0	7.4035207903805	"1126"	"PBS"	"DL191_noE"
5.28667261043659	0	0	0	0	0	4.57499365329476	0	"1126"	"PBS"	"DL191_noE"
0	0	0	0	0	0	2.91283485249422	0	"1126"	"PBS"	"DL191_noE"
0	1.75736400367351	0	0	0	2.71238452345975	0	1.60952446478425	"1126"	"PBS"	"DL191_noE"
0	1.75736400367351	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
5.49899639164684	0	9.7595401898926	10.4067758554938	11.7143854318398	11.5892492995794	8.71415370309175	11.3779744637293	"1126"	"PBS"	"DL191_noE"
8.12930339278632	0	0	0	0	4.94872869738311	0	3.80991012200071	"1126"	"PBS"	"DL191_noE"
10.1397687605345	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
0	0	0	0	3.43710724936851	7.13401286054044	0	6.02073458344866	"1126"	"PBS"	"DL191_noE"
0	0	1.58092795354992	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
2.70444433937686	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
0	0	11.0587498840185	7.34076990000168	0	0	0	6.26189438467385	"1126"	"PBS"	"DL191_noE"
3.52749970604024	0	2.24215412163197	0	0	0	2.35923284391541	0	"1126"	"PBS"	"DL191_noE"
0	9.03837481744698	0	0	3.34201393773376	0	0	2.2725331210731	"1126"	"PBS"	"DL191_noE"
0	0	0	6.45868795793292	0	0	0	5.37982800870097	"1126"	"PBS"	"DL191_noE"
0	0	0	0	0	0	1.69164172808288	0	"1126"	"PBS"	"DL191_noE"
5.52474804763402	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
7.00595223273989	8.92196859276485	0	10.9487626164257	11.5837292748493	12.8612573184627	0	12.0956084107519	"1126"	"PBS"	"DL191_noE"
2.55189914986693	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
0	0	0	1.76126684118758	0	0	0	0.85286955364156	"1126"	"PBS"	"DL191_noE"
4.58279350683258	0	0	7.53190463048265	5.54905197953184	9.49174680928163	0	8.50970633567498	"1126"	"PBS"	"DL191_noE"
0	0	0	0	3.60386779671378	0	0	2.53057950823039	"1126"	"PBS"	"DL191_noE"
4.12160643025882	0	0	10.4963660639116	12.8477346998443	11.3505250189344	0	12.035713975625	"1126"	"PBS"	"DL191_noE"
0	0	9.61479473775048	0	0	0	7.56791360550886	0	"1126"	"PBS"	"DL191_noE"
3.58802584554587	0	1.96304103843313	0	0	0	1.69164172808288	0	"1126"	"PBS"	"DL191_noE"
8.16620794353936	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
0	8.45458818910885	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
9.27682510635022	0	0	10.6818305210157	4.8224317252544	8.20349631516784	0	9.68159709723398	"1126"	"PBS"	"DL191_noE"
4.70537308967301	0	0	0	0	0	3.60376809867278	0	"1126"	"PBS"	"DL191_noE"
7.7760241270865	11.8764488053643	12.762374681881	8.99952072060237	8.62142488867237	11.7947845901707	10.0062462028221	10.7593166250468	"1126"	"PBS"	"DL191_noE"
5.97980059913208	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
6.86773079105811	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
5.00258793650709	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
1.49842880922025	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
0	0	2.46125627554904	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
0	0	0	8.06989186025595	8.0502927279686	4.53263361557054	0	7.68812780370762	"1126"	"PBS"	"DL191_noE"
7.52254103195169	0	3.61782034165897	0	0	3.17970422255288	12.0758202190534	2.05524888300772	"1126"	"PBS"	"DL191_noE"
6.75298545263039	8.57516172912015	0	0	0	0	11.6247051724402	0	"1126"	"PBS"	"DL191_noE"
0	0	0	0	2.15043900197873	0	0	1.16109071927198	"1126"	"PBS"	"DL191_noE"
6.6205173610193	10.1251155240199	0	0	0	0	9.81720628157439	0	"1126"	"PBS"	"DL191_noE"
5.19672941704406	0	2.46125627554904	0	0	0	2.07836439216241	0	"1126"	"PBS"	"DL191_noE"
0	10.7360535753701	10.1874572521396	7.81920829113005	0	2.20926815276435	0	6.74373022077264	"1126"	"PBS"	"DL191_noE"
0	0	0	0	0	0	4.29635949239365	0	"1126"	"PBS"	"DL191_noE"
0	0	2.46125627554904	0	0	0	2.35923284391541	0	"1126"	"PBS"	"DL191_noE"
6.76776400703556	0	0	9.4812664974749	11.8407077229484	13.0106215629239	12.0477261440548	12.1794741193378	"1126"	"PBS"	"DL191_noE"
0	0	10.4043807628707	0	0	4.27677749920515	0	3.13920374920601	"1126"	"PBS"	"DL191_noE"
7.31649206312476	11.8607035518645	10.8725584870301	4.72710831928078	7.2014926916594	7.82954905071983	12.1179603408752	7.16935199067147	"1126"	"PBS"	"DL191_noE"
0	0	10.2184995790346	0	0	0	8.56337088374468	0	"1126"	"PBS"	"DL191_noE"
0	0	0	2.15041289141312	0	0	0	1.16109071927198	"1126"	"PBS"	"DL191_noE"
2.55189914986693	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
9.24715293306251	8.34322166070142	0	0	0	0	8.07057574930572	0	"1126"	"PBS"	"DL191_noE"
13.5083947493869	0	0	0	0	3.0467012076741	7.52641389771299	1.92662096247757	"1126"	"PBS"	"DL191_noE"
5.21998488705932	8.40423993030801	0	0	6.5062397053305	7.73184941766761	9.6886645644399	6.86402363124013	"1126"	"PBS"	"DL191_noE"
9.26522265593629	9.48698386320274	12.2419469611827	12.9444684954881	12.7394644090858	13.0055030906505	8.83832835963137	12.9006502967021	"1126"	"PBS"	"DL191_noE"
0	13.146803638315	0	0	5.68257982351825	0	8.87639265483262	4.60376295588787	"1126"	"PBS"	"DL191_noE"
2.15389656834678	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191_noE"
0	11.5788242228165	12.8859034730894	0	6.20296740004577	6.4408675880531	9.88729426050748	5.90992167960032	"1126"	"PBS"	"DL191_noE"
6.02191156773412	12.6580198022626	11.1169378937143	6.269262706312	6.20866537476756	10.2285284125877	9.65997812680717	9.12785221939709	"1126"	"PBS"	"DL191_noE"
7.76435957547881	0	0	0	0	4.49985162770206	0	3.36167238449607	"1126"	"PBS"	"DL191_noE"
3.32030397209822	0	0	0	0	0	3.52977839939742	0	"1126"	"PBS"	"DL191_noE"
2.69606113552531	0	2.31666304772763	0	0	4.11763529798321	6.23263248250938	3.0076569725756	"1125"	"PBS"	"DL191_noE"
0	0	0	0	3.10590187100561	0	0	2.04138800679869	"1125"	"PBS"	"DL191_noE"
0	0	0	0	3.47258276572324	0	0	2.40036615734917	"1125"	"PBS"	"DL191_noE"
0	0	0	0	5.31341316719137	0	7.98802056445007	4.23408839289467	"1125"	"PBS"	"DL191_noE"
0	9.50413427918426	0	8.74237827102422	4.12580635959501	4.11763529798321	0	7.65758491707782	"1125"	"PBS"	"DL191_noE"
3.56776380050081	0	3.31980242027459	0	0	4.74605423473888	0	3.63451859123271	"1125"	"PBS"	"DL191_noE"
0	3.0078649725154	2.53632220202208	0	0	0	0	0	"1125"	"PBS"	"DL191_noE"
7.14816923632795	12.9304472923071	12.7195749556004	8.97142248886147	9.44032658690251	10.6853895172318	11.8185387734825	9.96461142074551	"1125"	"PBS"	"DL191_noE"
0	0	0	3.7048144299041	3.5465581423716	2.88833030537853	0	3.43910750041071	"1125"	"PBS"	"DL191_noE"
13.0416186358501	0	0	0	0	3.71250135653281	4.65453385827301	2.60522200365265	"1125"	"PBS"	"DL191_noE"
7.25167176310847	8.72713789291597	0	0	0	0	11.7936459741774	0	"1125"	"PBS"	"DL191_noE"
0	0	8.60767893722633	9.70546901797689	4.93207336147655	7.34619669940745	0	8.69852410902098	"1125"	"PBS"	"DL191_noE"
7.69410177027149	0	0	0	0	0	8.78281758952216	0	"1125"	"PBS"	"DL191_noE"
0	0	0	0	5.97558031712405	0	7.9559620775671	4.89611916350429	"1125"	"PBS"	"DL191_noE"
2.87699513853548	0	2.31666304772763	0	0	0	7.06277413870945	0	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	0	4.69226760003112	0	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	0	3.47674401267923	0	"1125"	"PBS"	"DL191_noE"
6.89917270522974	0	0	12.599427435016	13.1637348078297	11.3539194316579	9.39165334442674	12.6225671864843	"1125"	"PBS"	"DL191_noE"
0	0	0	9.33877522294117	0	0	0	8.23431423268984	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	4.19763879256041	0	3.08733925832195	"1125"	"PBS"	"DL191_noE"
0	11.0470647029539	9.42105262203788	11.5627529025933	6.01866337061315	5.14404295342994	7.74548589577908	10.4639035508902	"1125"	"PBS"	"DL191_noE"
3.79062078682927	0	3.40660516094762	0	0	5.22980441026625	8.12736490488847	4.11788355592867	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	0	4.0357164310063	0	"1125"	"PBS"	"DL191_noE"
0	0	0	7.87859626459706	0	0	0	6.7741363745386	"1125"	"PBS"	"DL191_noE"
4.12684329673573	0	3.75436052434881	0	0	5.41667284241747	8.4351303057005	4.30467829838854	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	4.43596414040889	0	3.32496159711376	"1125"	"PBS"	"DL191_noE"
8.78144995778866	12.1539932697078	13.4416536515738	11.5421084564781	9.66366685080489	11.6170470293588	13.2100654263152	11.237963218128	"1125"	"PBS"	"DL191_noE"
10.3292148741186	0	9.79350642543975	8.01835817198799	11.2703314444214	7.70550821472645	12.1149556905784	10.253924402783	"1125"	"PBS"	"DL191_noE"
13.5190345548679	0	0	0	0	4.57700825660829	4.61532053724397	3.46572230201583	"1125"	"PBS"	"DL191_noE"
11.7256742623081	9.5698817459863	8.76209169703487	0	0	0	8.60123926119316	0	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	3.64804491385338	0	2.54143072677349	"1125"	"PBS"	"DL191_noE"
9.06788520766805	0	0	0	8.15161129257949	11.3322730398772	0	10.2621568447663	"1125"	"PBS"	"DL191_noE"
0	0	0	9.14445972508402	0	0	0	8.03999876461107	"1125"	"PBS"	"DL191_noE"
3.030306373553	0	2.71673569124623	0	0	4.57700825660829	4.65453385827301	3.46572230201583	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	3.77305793841808	0	2.66522606038827	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	0	2.78644777752711	0	"1125"	"PBS"	"DL191_noE"
0	7.60342386935349	0	8.02668461297303	0	5.41667284241747	0	6.99265339494921	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	3.50516856649702	0	2.40036615734917	"1125"	"PBS"	"DL191_noE"
0	0	8.46228189259014	0	0	0	10.191323150272	0	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	5.96320343156668	0	4.85110074749534	"1125"	"PBS"	"DL191_noE"
0	10.9556221835481	0	10.1237965319568	5.65161412462769	6.95791041631353	0	9.07151433981499	"1125"	"PBS"	"DL191_noE"
8.23432945441438	13.6187030483138	13.2746042110941	9.4768175226937	10.7345712291965	11.8043164824472	12.8154778528686	11.0656345375831	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	0	5.28819252701587	0	"1125"	"PBS"	"DL191_noE"
0	0	2.31666304772763	0	0	3.57915230304922	5.43941683828077	2.47334862193857	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	0	5.40370015171304	0	"1125"	"PBS"	"DL191_noE"
6.28056106491841	0	0	0	0	0	0	0	"1125"	"PBS"	"DL191_noE"
0	0	2.03638777102588	0	0	3.57915230304922	5.96070155528068	2.47334862193857	"1125"	"PBS"	"DL191_noE"
0	0	3.56046442018556	0	0	5.11373973061442	7.21047779483413	4.0018806050576	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	4.78953306286773	0	3.67794569961439	"1125"	"PBS"	"DL191_noE"
0	0	0	8.41879387191287	6.14842124435203	7.86097463002	0	7.82951878056225	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	3.57915230304922	5.1805679900913	2.47334862193857	"1125"	"PBS"	"DL191_noE"
0	0	3.31980242027459	0	0	5.78351285713495	4.16917463483936	4.67143375426244	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	6.88211672500197	0	5.76996818473161	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	0	4.0357164310063	0	"1125"	"PBS"	"DL191_noE"
0	8.67628761284318	0	0	0	0	0	0	"1125"	"PBS"	"DL191_noE"
0	0	2.03638777102588	0	0	5.42797195678904	0	4.3159737787079	"1125"	"PBS"	"DL191_noE"
0	0	0	0	1.63830416574726	0	0	0.764572457350255	"1125"	"PBS"	"DL191_noE"
0	10.2665466912231	10.3545625572063	6.76935189507748	3.79754446277574	3.42528236558803	8.29908951620923	5.74874765124487	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	0	3.69954380811676	0	"1125"	"PBS"	"DL191_noE"
0	0	0	7.98434129434676	0	0	0	6.87988118261555	"1125"	"PBS"	"DL191_noE"
0	0	3.00250967778589	0	0	0	0	0	"1125"	"PBS"	"DL191_noE"
7.53568581167592	0	0	0	0	6.07512002142771	9.59085223161497	4.96300640062403	"1125"	"PBS"	"DL191_noE"
0	0	0	0	5.23743124124837	0	0	4.15813695145305	"1125"	"PBS"	"DL191_noE"
0	0	0	8.40127435236791	3.79754446277574	0	0	7.30702365720331	"1125"	"PBS"	"DL191_noE"
10.4940347685226	0	0	0	0	0	8.52484270225019	0	"1125"	"PBS"	"DL191_noE"
8.25678490512515	0	0	0	0	0	0	0	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	3.02113681673755	3.79474785393179	1.9279808060712	"1125"	"PBS"	"DL191_noE"
9.03888766413317	0	0	0	0	0	0	0	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	3.02113681673755	0	1.9279808060712	"1125"	"PBS"	"DL191_noE"
9.5982532236386	0	0	0	0	3.24342588898293	0	2.14358330147073	"1125"	"PBS"	"DL191_noE"
0	0	0	8.97496231545283	4.71341269061675	0	0	7.88485341254516	"1125"	"PBS"	"DL191_noE"
0	0	0	9.31047037897885	0	0	0	8.20600939237914	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	0	3.34350465101441	0	"1125"	"PBS"	"DL191_noE"
10.6346421784493	0	0	0	0	0	9.98213270219544	0	"1125"	"PBS"	"DL191_noE"
2.47545698720488	0	2.31666304772763	0	0	5.71845058031789	0	4.60638233200336	"1125"	"PBS"	"DL191_noE"
0	0	0	0	4.71341269061675	6.88211672500197	0	5.88160620812431	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	4.81058362053919	0	3.69897278444858	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	6.25743996272251	0	5.14531302032456	"1125"	"PBS"	"DL191_noE"
11.9279353171279	0	2.71673569124623	9.68277811424849	4.34082655237616	0	11.3263788250809	8.58321171027405	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	0	9.27790664297035	0	"1125"	"PBS"	"DL191_noE"
0	0	1.65123222467085	0	0	0	5.20303945545306	0	"1125"	"PBS"	"DL191_noE"
0	0	8.56456073345191	9.58089366553849	4.73538813415791	7.3754670580493	0	8.58745533127742	"1125"	"PBS"	"DL191_noE"
0	0	0	0	0	4.40520138434888	0	3.29427196857577	"1125"	"PBS"	"DL191_noE"
11.5302242547266	0	0	0	0	0	0	0	"1125"	"PBS"	"DL191_noE"
0	0	0	7.95804706008381	0	0	0	6.85358699917427	"1125"	"PBS"	"DL191_noE"
3.16329180256121	0	3.11977595996172	0	0	4.34068341225921	7.23989164885662	3.22992272124402	"1125"	"PBS"	"DL191_noE"
