B	cDC1	cDC2	eos	mon	neu	pDC	mye	mouse	treatment	exp
0	0	3.333340346	0	0	0	0	0	89	FL	DL70
0	0	4.07429345	0	0	0	0	0	89	FL	DL70
0	0	4.287767048	0	0	0	0	0	89	FL	DL70
0	0	0	5.899354594	7.654065611	9.342757937	0	8.401780102	89	FL	DL70
0	8.872680922	9.297957224	0	9.049101478	7.097391961	9.492805085	8.376872217	89	FL	DL70
0	0	3.428429866	0	0	0	0	0	89	FL	DL70
0	6.032626904	6.141474245	0	0	0	0	0	89	FL	DL70
4.745830448	0	0	0	0	0	0	0	89	FL	DL70
5.33356493	0	0	0	0	0	0	0	89	FL	DL70
9.04575778	0	0	0	0	0	0	0	89	FL	DL70
10.61787276	11.31919095	12.92181586	13.44097374	11.02822144	11.00665538	0	12.24779291	89	FL	DL70
0	7.152895545	0	0	5.438202451	0	0	4.680060191	89	FL	DL70
8.56566272	6.839489116	8.576983545	0	3.307896207	0	0	2.554408367	89	FL	DL70
6.773904521	0	0	8.919252907	0	4.304365789	0	7.48487444	89	FL	DL70
0	0	2.643984554	0	0	0	0	0	89	FL	DL70
0	6.917776171	0	0	0	0	6.739023287	0	89	FL	DL70
0	8.714542208	9.447959051	7.253206666	6.63876248	7.937373943	0	7.326269528	89	FL	DL70
0	0	2.14197806	0	0	0	0	0	89	FL	DL70
0	8.716538217	9.669777219	6.038189217	9.614654703	9.101350288	8.481510348	9.187475403	89	FL	DL70
7.584833688	0	0	0	0	0	0	0	89	FL	DL70
0	5.645252206	0	0	0	0	0	0	89	FL	DL70
0	6.354390261	0	0	0	0	0	0	89	FL	DL70
0	0	0	6.379935692	3.846009318	3.899128693	0	5.166817367	89	FL	DL70
0	0	3.333340346	0	0	0	0	0	89	FL	DL70
9.648805054	4.941332671	0	8.658548751	5.826562918	6.528808952	0	7.448316868	89	FL	DL70
6.837620179	0	0	8.705926029	2.466489486	3.611765575	0	7.270665386	89	FL	DL70
0	0	3.669189471	0	0	0	0	0	89	FL	DL70
12.13160604	6.646031398	0	5.483203955	0	0	7.523976907	4.036735606	89	FL	DL70
12.23661932	11.50816805	10.0843373	6.901230755	7.506975667	0	10.33624633	6.990998906	89	FL	DL70
7.406014873	0	0	6.092255855	0	4.997376087	0	4.996931489	89	FL	DL70
0	0	0	0	4.728020156	3.611765575	0	4.158029303	89	FL	DL70
0	0	0	0	3.846009318	0	0	3.089418293	89	FL	DL70
0	0	0	7.866310785	0	0	0	6.419550469	89	FL	DL70
0	0	4.361849035	6.223590676	0	0	0	4.776894858	89	FL	DL70
0	7.850792868	6.84956588	0	4.826446252	0	0	4.068465133	89	FL	DL70
8.295372416	11.16635649	11.07051147	11.69436957	12.5705051	11.5832147	13.47106067	12.18018497	89	FL	DL70
0	4.85037108	0	0	4.794701765	0	0	4.036735606	89	FL	DL70
0	0	5.203899293	0	0	0	0	0	89	FL	DL70
0	0	3.595185278	0	0	0	0	0	89	FL	DL70
0	0	0	0	4.251220858	0	0	3.493732223	89	FL	DL70
4.841127529	9.779287369	10.02539059	6.976454035	6.772293471	0	0	6.494083153	89	FL	DL70
6.314374161	0	0	0	0	0	0	0	89	FL	DL70
8.399007294	0	0	0	0	0	0	0	89	FL	DL70
0	5.004505513	0	0	0	0	0	0	89	FL	DL70
9.703692476	8.236313077	8.69194967	5.786878506	4.916047871	0	8.934107442	4.946292625	89	FL	DL70
0	6.932724103	0	0	3.307896207	0	0	2.554408367	89	FL	DL70
7.658105854	7.192573982	7.870028502	9.263703901	5.455008944	5.315808319	0	7.883133991	89	FL	DL70
0	0	4.120787784	0	0	0	0	0	89	FL	DL70
0	8.419842585	8.183315706	0	5.50379741	3.20721009	0	4.807196036	89	FL	DL70
0	0	0	0	4.133491722	3.611765575	0	3.69409781	89	FL	DL70
0	0	3.974274043	0	0	0	0	0	89	FL	DL70
0	5.507105842	0	0	0	0	0	0	89	FL	DL70
5.908913149	0	0	8.683832864	5.995381297	8.988626649	0	8.281688144	89	FL	DL70
11.87417072	10.26524554	8.90117451	6.297698107	5.730104502	0	9.332648793	5.60639646	89	FL	DL70
0	0	0	0	4.068988579	0	0	3.311816334	89	FL	DL70
0	5.747379393	0	0	0	0	0	0	89	FL	DL70
0	0	3.515273316	0	0	0	0	0	89	FL	DL70
0	0	0	9.576455402	5.471537652	0	0	8.161996231	89	FL	DL70
0	0	4.790750938	0	0	0	0	0	89	FL	DL70
0	5.916668525	0	0	4.405317695	3.899128693	0	3.970088691	89	FL	DL70
0	0	0	7.965401661	4.728020156	3.611765575	0	6.608791632	89	FL	DL70
0	0	2.14197806	0	0	0	0	0	89	FL	DL70
0	0	2.643984554	0	0	0	0	0	89	FL	DL70
0	8.675321498	8.631383818	0	5.58016804	0	6.773672328	4.822009173	89	FL	DL70
0	0	3.595185278	0	0	0	0	0	89	FL	DL70
0	0	0	0	0	6.238121041	0	5.021320767	89	FL	DL70
0	0	0	8.204057647	4.405317695	4.384381502	0	6.826996258	89	FL	DL70
0	0	2.14197806	0	0	0	0	0	89	FL	DL70
0	0	0	0	3.663888449	0	0	2.90800566	89	FL	DL70
0	0	0	8.087070492	0	0	0	6.640309281	89	FL	DL70
0	0	5.373308767	0	0	0	0	0	89	FL	DL70
7.613654113	0	0	0	3.154228079	0	0	2.402419859	89	FL	DL70
0	5.822179191	0	0	0	0	0	0	89	FL	DL70
0	0	2.423656596	0	0	0	0	0	89	FL	DL70
0	0	3.428429866	0	0	0	0	0	89	FL	DL70
5.082265717	7.618424523	7.619783116	6.176338181	6.005043089	0	0	5.714435319	89	FL	DL70
5.844375643	0	0	0	0	0	0	0	89	FL	DL70
0	7.42980526	7.994562286	0	6.243451806	0	0	5.485255778	89	FL	DL70
0	0	0	0	4.496264667	0	0	3.738496986	89	FL	DL70
0	8.257836424	6.38607094	5.786878506	3.925984526	0	0	4.609868909	89	FL	DL70
0	2.907387302	0	0	0	0	0	0	89	FL	DL70
7.980504258	0	0	0	0	0	0	0	89	FL	DL70
6.773904521	0	0	0	3.925984526	0	0	3.169154862	89	FL	DL70
0	12.32916572	11.41016583	7.478545426	7.528162888	7.513009054	9.605791075	7.512190234	89	FL	DL70
0	8.902094806	9.769818573	0	5.386018777	0	0	4.627883908	89	FL	DL70
0	0	4.495342302	0	0	0	0	0	89	FL	DL70
0	8.701976072	0	0	5.50379741	0	0	4.745646889	89	FL	DL70
0	4.941332671	0	0	4.00003893	0	0	3.243019722	89	FL	DL70
0	0	5.072572362	0	0	0	0	0	89	FL	DL70
0	5.255802167	0	11.45494215	5.995381297	4.863858665	0	10.01832671	89	FL	DL70
0	0	3.669189471	0	0	0	0	0	89	FL	DL70
0	0	3.80256856	0	0	0	0	0	89	FL	DL70
0	6.156069835	6.923885629	0	3.663888449	0	0	2.90800566	89	FL	DL70
0	0	4.961356508	0	0	0	0	0	89	FL	DL70
8.853344776	5.443392266	7.674573012	0	4.251220858	0	0	3.493732223	89	FL	DL70
0	9.687347323	8.130333822	8.115307657	7.006093827	4.910373385	0	7.203667326	89	FL	DL70
7.115999368	0	0	0	0	0	0	0	89	FL	DL70
0	3.946227187	5.562096071	0	0	0	0	0	89	FL	DL70
0	0	4.640492923	0	0	0	0	0	89	FL	DL70
7.518343984	0	0	9.375006988	2.97270528	5.285038193	0	7.952310482	89	FL	DL70
10.28780252	12.01030504	11.83639774	9.864810013	10.82337811	10.27182462	12.05580552	10.5077725	89	FL	DL70
0	0	3.595185278	0	0	0	0	0	89	FL	DL70
0	0	0	7.474149817	4.30526728	4.016825609	0	6.143704808	89	FL	DL70
0	5.60129023	0	0	2.97270528	0	0	2.223653723	89	FL	DL70
0	0	3.515273316	0	0	0	0	0	89	FL	DL70
0	4.723637042	0	0	0	0	0	0	89	FL	DL70
0	0	4.287767048	0	0	0	0	0	89	FL	DL70
0	4.750301191	0	0	0	0	0	0	89	FL	DL70
0	0	0	6.379935692	7.313889886	9.259423307	0	8.282150358	89	FL	DL70
0	0	4.287767048	0	0	0	0	0	89	FL	DL70
0	0	3.669189471	0	3.759084654	0	0	3.00279988	89	FL	DL70
8.370095953	7.41525956	6.227982752	0	0	0	0	0	89	FL	DL70
0	7.724681452	8.316358298	0	6.033480688	3.611765575	0	5.329847945	89	FL	DL70
0	0	2.824766661	0	0	0	0	0	89	FL	DL70
0	0	4.941555863	0	0	0	0	0	89	FL	DL70
0	0	0	0	0	3.611765575	0	2.402419859	89	FL	DL70
0	0	4.207757087	0	0	0	0	0	89	FL	DL70
0	0	2.643984554	0	0	0	0	0	89	FL	DL70
0	0	2.423656596	0	0	0	0	0	89	FL	DL70
0	0	0	0	0	0	3.99209184	0	89	FL	DL70
0	5.666529084	4.613099197	0	3.663888449	0	0	2.90800566	89	FL	DL70
0	7.065884285	0	0	0	0	0	0	89	FL	DL70
0	10.22061559	9.509180819	6.192338386	6.5139399	6.802884472	0	6.547859316	89	FL	DL70
0	0	2.824766661	0	0	0	0	0	89	FL	DL70
0	0	4.526106527	0	0	0	0	0	89	FL	DL70
0	0	2.977985663	0	0	0	0	0	89	FL	DL70
5.939684367	8.25150729	8.541006513	12.0061804	13.07541794	12.0139775	11.32839487	12.6473189	89	FL	DL70
0	4.546739829	0	0	0	0	0	0	89	FL	DL70
0	6.254307473	6.961727912	8.269789713	8.166368742	4.652580919	10.25085431	7.8629594	89	FL	DL70
0	0	2.824766661	0	0	0	0	0	89	FL	DL70
0	0	2.14197806	0	0	0	0	0	89	FL	DL70
0	5.940960873	0	0	3.925984526	0	0	3.169154862	89	FL	DL70
0	5.223543119	0	0	0	0	0	0	89	FL	DL70
0	0	4.743129784	0	0	3.765722873	0	2.554408367	89	FL	DL70
9.556311988	7.096577188	0	0	3.925984526	4.016825609	0	3.69409781	89	FL	DL70
5.438921019	0	0	0	0	0	0	0	89	FL	DL70
10.88951132	12.73012388	12.35385839	7.872245519	8.836552098	8.54190645	11.04494769	8.586558647	89	FL	DL70
0	4.108642479	0	0	0	0	0	0	89	FL	DL70
5.662057777	9.264261878	8.086518903	0	7.661432124	7.61229047	8.299861984	7.374372603	89	FL	DL70
7.894208466	0	6.357361002	7.230983552	4.19408702	4.12212451	0	5.925453765	89	FL	DL70
6.132054046	7.761624953	8.856722749	11.62167983	12.14852084	11.39405175	10.59759002	11.8564748	89	FL	DL70
0	0	3.738098595	0	0	0	0	0	89	FL	DL70
0	0	2.423656596	0	0	0	0	0	89	FL	DL70
0	5.138026361	6.072912254	0	2.97270528	5.220503209	0	4.158029303	89	FL	DL70
6.733630732	0	0	0	0	0	0	0	89	FL	DL70
0	7.660859546	7.668049834	0	4.451824462	0	0	3.69409781	89	FL	DL70
0	0	4.526106527	0	4.068988579	3.765722873	0	3.69409781	89	FL	DL70
0	0	2.977985663	0	0	0	0	0	89	FL	DL70
0	0	1.753099327	0	0	0	0	0	89	FL	DL70
13.21625479	10.23742271	10.33231022	0	6.789993002	5.077412044	9.492805085	6.139775567	89	FL	DL70
8.532214788	4.248338604	0	8.245643674	5.664723215	8.094038732	0	7.601859371	89	FL	DL70
9.338852579	6.212510666	0	0	0	0	0	0	89	FL	DL70
0	5.948928934	0	0	6.061131911	5.253291178	0	5.55121162	89	FL	DL70
0	9.800925491	9.017006321	6.997960203	6.559145147	3.611765575	0	6.395453048	89	FL	DL70
0	6.096251912	0	0	0	0	0	0	89	FL	DL70
4.640487636	7.335216915	8.194202282	0	0	0	0	0	89	FL	DL70
8.689276668	0	0	0	0	0	0	0	89	FL	DL70
0	5.98784384	0	0	0	0	0	0	89	FL	DL70
0	0	4.613099197	0	0	5.532864323	0	4.316186977	89	FL	DL70
6.432156509	8.841056022	9.887992642	9.668432898	7.869415391	8.864181754	7.566901927	8.85956296	89	FL	DL70
5.969536929	0	3.228277833	0	0	0	0	0	89	FL	DL70
7.596461721	0	0	0	0	0	0	0	89	FL	DL70
0	0	1.753099327	0	0	0	0	0	89	FL	DL70
0	4.003345261	0	0	0	0	0	0	89	FL	DL70
0	7.517868975	0	0	5.50379741	0	7.322168607	4.745646889	89	FL	DL70
0	0	0	7.099056167	0	0	0	5.652304977	89	FL	DL70
0	6.025300948	0	0	0	0	0	0	89	FL	DL70
6.719837449	8.386426591	9.417932149	12.17294643	12.02257689	12.18844597	8.96986309	12.11023902	89	FL	DL70
11.00437995	8.700457469	9.654093419	0	5.189318594	0	8.504805909	4.43121967	89	FL	DL70
0	6.385642621	8.285073165	0	3.558681916	4.12212451	0	3.547704878	89	FL	DL70
5.844375643	4.003345261	0	0	2.751027192	0	0	2.006958634	89	FL	DL70
0	0	2.824766661	0	0	0	0	0	89	FL	DL70
0	11.28190927	9.654811681	6.703161334	6.435822493	4.458468054	8.673419157	6.233652286	89	FL	DL70
0	0	0	0	4.19408702	0	0	3.436685516	89	FL	DL70
9.325607353	4.513957623	0	8.563912205	5.58016804	8.671519215	0	8.034328676	89	FL	DL70
0	5.972459118	0	0	3.154228079	0	0	2.402419859	89	FL	DL70
0	0	2.977985663	0	0	0	0	0	89	FL	DL70
0	0	4.613099197	0	0	0	0	0	89	FL	DL70
0	9.789227468	6.271232413	6.515109789	5.80330647	7.674348755	0	6.8581878	89	FL	DL70
0	6.64207101	0	0	4.251220858	4.016825609	0	3.898684419	89	FL	DL70
0	0	5.140389977	0	0	0	0	0	89	FL	DL70
0	0	4.430820941	0	0	0	0	0	89	FL	DL70
0	0	0	0	3.759084654	0	0	3.00279988	89	FL	DL70
0	0	4.361849035	0	0	0	0	0	89	FL	DL70
0	0	4.921355259	0	2.97270528	0	0	2.223653723	89	FL	DL70
0	5.900139467	0	0	3.558681916	0	0	2.803341229	89	FL	DL70
0	0	2.14197806	0	0	0	0	0	89	FL	DL70
0	3.885650697	0	0	0	0	0	0	89	FL	DL70
0	0	2.14197806	0	0	0	0	0	89	FL	DL70
8.195742589	11.00370088	10.96107081	11.44094432	12.40762371	11.55635533	13.27144948	12.02846346	89	FL	DL70
0	4.941332671	0	0	0	0	0	0	89	FL	DL70
0	5.004505513	0	0	4.356542815	0	0	3.598917412	89	FL	DL70
0	0	4.718441013	0	0	0	0	0	89	FL	DL70
0	0	4.921355259	0	0	0	0	0	89	FL	DL70
4.928128943	0	0	0	0	0	0	0	89	FL	DL70
0	5.416725043	0	0	0	0	0	0	89	FL	DL70
0	6.902601403	9.220944888	0	4.794701765	0	0	4.036735606	89	FL	DL70
0	0	4.858183514	0	0	3.611765575	0	2.402419859	89	FL	DL70
5.151253624	0	3.110910967	0	0	0	0	0	89	FL	DL70
0	0	4.900738209	0	0	0	0	0	89	FL	DL70
0	7.504557638	6.601637703	10.3676978	7.147544108	6.63146271	0	9.024879523	89	FL	DL70
0	4.37089654	0	0	0	0	0	0	89	FL	DL70
0	8.433167231	6.825540756	0	4.405317695	4.217389095	6.73581302	4.068465133	89	FL	DL70
0	7.055440341	0	0	3.558681916	0	0	2.803341229	89	FL	DL70
0	5.908438146	0	0	3.154228079	0	0	2.402419859	89	FL	DL70
0	0	0	0	0	5.647930438	0	4.43121967	89	FL	DL70
0	0	3.110910967	0	0	0	0	0	89	FL	DL70
5.998524098	0	4.39692933	6.366690542	0	0	0	4.919978048	89	FL	DL70
0	0	3.110910967	0	0	0	0	0	89	FL	DL70
0	0	2.824766661	0	0	0	0	0	89	FL	DL70
0	6.061405546	0	0	0	0	0	0	89	FL	DL70
0	0	3.595185278	0	0	0	0	0	89	FL	DL70
0	6.430762812	6.987907372	0	5.471537652	4.910373385	0	5.021320767	89	FL	DL70
7.068143413	10.54356086	9.821575759	8.067792791	7.581236538	8.740934827	7.866072256	8.16667521	89	FL	DL70
9.343900546	7.835270173	9.147688887	0	3.846009318	0	7.302294439	3.089418293	89	FL	DL70
0	4.48006449	0	0	0	0	0	0	89	FL	DL70
9.555497324	8.007310372	9.128428587	0	4.656573208	0	8.296491574	3.898684419	89	FL	DL70
0	0	2.14197806	0	0	0	0	0	89	FL	DL70
0	0	4.120787784	0	0	0	0	0	89	FL	DL70
0	7.479110988	0	6.468042495	0	0	0	5.021320767	89	FL	DL70
0	8.603169657	0	0	7.573252468	6.546666495	7.913724441	7.019169737	89	FL	DL70
0	0	0	0	3.154228079	0	0	2.402419859	89	FL	DL70
0	4.108642479	0	0	0	0	0	0	89	FL	DL70
5.082265717	7.680718346	7.581989973	0	6.712505719	5.038194504	6.890422567	6.06627384	89	FL	DL70
0	0	2.14197806	0	0	0	0	0	89	FL	DL70
0	9.772374103	9.386271504	0	6.575583809	5.402815841	7.593164653	5.996070393	89	FL	DL70
0	0	3.110910967	0	0	0	0	0	89	FL	DL70
0	0	3.333340346	0	0	0	0	0	89	FL	DL70
0	3.247300218	7.153871299	0	0	0	0	0	88	FL	DL70
8.229102691	8.002247241	8.249791253	0	0	0	6.345485951	0	88	FL	DL70
0	3.882200935	0	0	0	0	0	0	88	FL	DL70
4.024729327	0	0	0	0	0	0	0	88	FL	DL70
0	6.865675165	7.773116835	7.881902717	4.591250635	0	0	6.53369243	88	FL	DL70
4.871766536	5.968550387	7.90574329	8.922358961	4.970685571	6.783870531	0	7.664243391	88	FL	DL70
0	5.975823051	0	0	0	0	6.459753416	0	88	FL	DL70
0	9.393543293	8.430164202	0	4.970685571	0	6.851032559	4.231316461	88	FL	DL70
0	8.070539438	8.489154723	0	4.76711081	2.562993569	0	4.090306695	88	FL	DL70
8.327573846	3.447471598	0	0	0	0	0	0	88	FL	DL70
0	7.100652766	4.898594089	0	0	0	0	0	88	FL	DL70
0	7.173246897	8.192474281	0	5.552574009	6.007029109	0	5.468734167	88	FL	DL70
0	0	0	0	2.945258559	0	0	2.214944354	88	FL	DL70
5.029974626	2.99697	0	0	0	0	0	0	88	FL	DL70
0	9.137431718	10.14556255	7.340482251	6.64132067	8.090425087	7.42281812	7.41135	88	FL	DL70
0	4.855286048	0	0	0	0	0	0	88	FL	DL70
0	0	0	0	0	4.57204538	0	3.30292262	88	FL	DL70
3.714848616	0	0	6.232117229	0	0	0	4.813092749	88	FL	DL70
0	4.604011216	0	7.183090233	4.511225776	4.697184863	0	5.973422897	88	FL	DL70
0	0	0	9.141101619	2.043142724	3.656315076	0	7.728410109	88	FL	DL70
0	6.22471657	0	0	4.166505089	0	0	3.427786531	88	FL	DL70
0	0	0	0	0	2.965161773	0	1.724429254	88	FL	DL70
13.64618872	11.32760605	10.52153723	7.790258156	5.715088766	0	8.93245516	6.592457504	88	FL	DL70
0	8.3906947	8.18291398	6.289275226	5.491951325	5.041983899	0	5.668704798	88	FL	DL70
0	7.881594793	6.869767516	7.968443151	5.094288983	3.656315076	8.835202504	6.668866707	88	FL	DL70
0	0	0	0	0	3.474286701	0	2.214944354	88	FL	DL70
6.229018572	4.575029661	0	9.525223211	8.130991768	10.03350789	0	9.335294778	88	FL	DL70
0	4.267635179	0	0	0	0	0	0	88	FL	DL70
0	0	0	0	0	5.577474695	0	4.307272594	88	FL	DL70
9.030590959	12.03803334	12.36482471	13.17821228	13.46203226	13.45014789	12.63069658	13.39685555	88	FL	DL70
0	0	0	7.450685308	0	0	0	6.031604141	88	FL	DL70
0	0	0	8.117398983	0	3.810288852	0	6.713817957	88	FL	DL70
0	5.961224443	6.95528952	0	0	0	0	0	88	FL	DL70
0	6.529203973	0	0	0	0	6.747434417	0	88	FL	DL70
0	7.114671669	0	6.369317424	3.413577336	2.965161773	0	5.082193952	88	FL	DL70
0	6.12374153	0	0	3.972463117	0	0	3.234129524	88	FL	DL70
13.33230047	11.65408306	10.46786117	0	5.763877921	0	8.981151023	5.024379103	88	FL	DL70
0	0	0	0	3.898411749	2.562993569	0	3.30292262	88	FL	DL70
0	0	0	7.569433989	0	0	0	6.150351674	88	FL	DL70
0	0	0	0	3.126736353	0	0	2.393648421	88	FL	DL70
0	5.037589077	6.968318997	0	5.139748089	4.166713793	0	4.600953101	88	FL	DL70
0	0	0	0	4.798855058	8.072478448	0	6.864508586	88	FL	DL70
0	0	0	0	0	8.754497469	0	7.4841285	88	FL	DL70
11.81358848	8.084711506	6.858995442	6.356414096	4.798855058	4.061409637	6.296959224	5.364225601	88	FL	DL70
0	2.662877379	3.315737462	0	2.439300296	0	4.394448094	1.724429254	88	FL	DL70
0	8.409938396	9.514420327	0	9.056171375	6.608822271	10.40028386	8.366271834	88	FL	DL70
0	0	0	0	0	0	1.818300849	0	88	FL	DL70
0	11.32451018	10.32088713	8.064694929	7.410693878	8.884972308	8.860629428	8.184876188	88	FL	DL70
3.110110057	0	0	0	0	0	0	0	88	FL	DL70
0	0	0	8.533226828	0	5.552782807	0	7.171381012	88	FL	DL70
0	0	0	0	4.970685571	0	0	4.231316461	88	FL	DL70
0	6.593742236	0	9.670360937	4.277682776	4.166713793	0	8.264880053	88	FL	DL70
0	0	0	0	2.723662746	0	0	1.998360164	88	FL	DL70
0	5.018898548	0	0	0	0	0	0	88	FL	DL70
6.24361726	6.711524878	0	0	0	3.474286701	6.53654021	2.214944354	88	FL	DL70
