"B"	"cDC1"	"cDC2"	"E"	"eos"	"mon"	"neu"	"pDC"	"mye"	"mouse"	"treatment"	"exp"
0	0	10.2184995790346	0	0	0	0	8.56337088374468	0	"1126"	"PBS"	"DL191"
0	0	0	0	2.15041289141312	0	0	0	1.16109071927198	"1126"	"PBS"	"DL191"
2.55189914986693	0	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191"
9.24715293306251	8.34322166070142	0	0	0	0	0	8.07057574930572	0	"1126"	"PBS"	"DL191"
13.5083947493869	0	0	0	0	0	3.0467012076741	7.52641389771299	1.92662096247757	"1126"	"PBS"	"DL191"
5.21998488705932	8.40423993030801	0	0	0	6.5062397053305	7.73184941766761	9.6886645644399	6.86402363124013	"1126"	"PBS"	"DL191"
9.26522265593629	9.48698386320274	12.2419469611827	12.9511898350935	12.9444684954881	12.7394644090858	13.0055030906505	8.83832835963137	12.9006502967021	"1126"	"PBS"	"DL191"
0	13.146803638315	0	0	0	5.68257982351825	0	8.87639265483262	4.60376295588787	"1126"	"PBS"	"DL191"
2.15389656834678	0	0	0	0	0	0	0	0	"1126"	"PBS"	"DL191"
0	11.5788242228165	12.8859034730894	0	0	6.20296740004577	6.4408675880531	9.88729426050748	5.90992167960032	"1126"	"PBS"	"DL191"
6.02191156773412	12.6580198022626	11.1169378937143	8.25719920913254	6.269262706312	6.20866537476756	10.2285284125877	9.65997812680717	9.12785221939709	"1126"	"PBS"	"DL191"
7.76435957547881	0	0	11.5237221815633	0	0	4.49985162770206	0	3.36167238449607	"1126"	"PBS"	"DL191"
3.32030397209822	0	0	0	0	0	0	3.52977839939742	0	"1126"	"PBS"	"DL191"
2.69606113552531	0	2.31666304772763	0	0	0	4.11763529798321	6.23263248250938	3.0076569725756	"1125"	"PBS"	"DL191"
0	0	0	0	0	3.10590187100561	0	0	2.04138800679869	"1125"	"PBS"	"DL191"
0	0	0	0	0	3.47258276572324	0	0	2.40036615734917	"1125"	"PBS"	"DL191"
0	0	0	0	0	5.31341316719137	0	7.98802056445007	4.23408839289467	"1125"	"PBS"	"DL191"
0	9.50413427918426	0	0	8.74237827102422	4.12580635959501	4.11763529798321	0	7.65758491707782	"1125"	"PBS"	"DL191"
3.56776380050081	0	3.31980242027459	0	0	0	4.74605423473888	0	3.63451859123271	"1125"	"PBS"	"DL191"
0	3.0078649725154	2.53632220202208	0	0	0	0	0	0	"1125"	"PBS"	"DL191"
7.14816923632795	12.9304472923071	12.7195749556004	7.72171154399807	8.97142248886147	9.44032658690251	10.6853895172318	11.8185387734825	9.96461142074551	"1125"	"PBS"	"DL191"
0	0	0	0	3.7048144299041	3.5465581423716	2.88833030537853	0	3.43910750041071	"1125"	"PBS"	"DL191"
13.0416186358501	0	0	0	0	0	3.71250135653281	4.65453385827301	2.60522200365265	"1125"	"PBS"	"DL191"
7.25167176310847	8.72713789291597	0	0	0	0	0	11.7936459741774	0	"1125"	"PBS"	"DL191"
0	0	8.60767893722633	0	9.70546901797689	4.93207336147655	7.34619669940745	0	8.69852410902098	"1125"	"PBS"	"DL191"
7.69410177027149	0	0	0	0	0	0	8.78281758952216	0	"1125"	"PBS"	"DL191"
0	0	0	2.86900879000478	0	5.97558031712405	0	7.9559620775671	4.89611916350429	"1125"	"PBS"	"DL191"
2.87699513853548	0	2.31666304772763	0	0	0	0	7.06277413870945	0	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	4.69226760003112	0	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	3.47674401267923	0	"1125"	"PBS"	"DL191"
6.89917270522974	0	0	9.46701256803756	12.599427435016	13.1637348078297	11.3539194316579	9.39165334442674	12.6225671864843	"1125"	"PBS"	"DL191"
0	0	0	0	9.33877522294117	0	0	0	8.23431423268984	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	4.19763879256041	0	3.08733925832195	"1125"	"PBS"	"DL191"
0	11.0470647029539	9.42105262203788	0	11.5627529025933	6.01866337061315	5.14404295342994	7.74548589577908	10.4639035508902	"1125"	"PBS"	"DL191"
3.79062078682927	0	3.40660516094762	0	0	0	5.22980441026625	8.12736490488847	4.11788355592867	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	4.0357164310063	0	"1125"	"PBS"	"DL191"
0	0	0	0	7.87859626459706	0	0	0	6.7741363745386	"1125"	"PBS"	"DL191"
4.12684329673573	0	3.75436052434881	0	0	0	5.41667284241747	8.4351303057005	4.30467829838854	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	4.43596414040889	0	3.32496159711376	"1125"	"PBS"	"DL191"
8.78144995778866	12.1539932697078	13.4416536515738	8.3922309540542	11.5421084564781	9.66366685080489	11.6170470293588	13.2100654263152	11.237963218128	"1125"	"PBS"	"DL191"
10.3292148741186	0	9.79350642543975	8.13942290730985	8.01835817198799	11.2703314444214	7.70550821472645	12.1149556905784	10.253924402783	"1125"	"PBS"	"DL191"
13.5190345548679	0	0	0	0	0	4.57700825660829	4.61532053724397	3.46572230201583	"1125"	"PBS"	"DL191"
11.7256742623081	9.5698817459863	8.76209169703487	3.18594655729161	0	0	0	8.60123926119316	0	"1125"	"PBS"	"DL191"
0	0	0	2.18535803966053	0	0	3.64804491385338	0	2.54143072677349	"1125"	"PBS"	"DL191"
9.06788520766805	0	0	14.3233643172551	0	8.15161129257949	11.3322730398772	0	10.2621568447663	"1125"	"PBS"	"DL191"
0	0	0	0	9.14445972508402	0	0	0	8.03999876461107	"1125"	"PBS"	"DL191"
3.030306373553	0	2.71673569124623	0	0	0	4.57700825660829	4.65453385827301	3.46572230201583	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	3.77305793841808	0	2.66522606038827	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	2.78644777752711	0	"1125"	"PBS"	"DL191"
0	7.60342386935349	0	0	8.02668461297303	0	5.41667284241747	0	6.99265339494921	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	3.50516856649702	0	2.40036615734917	"1125"	"PBS"	"DL191"
0	0	8.46228189259014	0	0	0	0	10.191323150272	0	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	5.96320343156668	0	4.85110074749534	"1125"	"PBS"	"DL191"
0	10.9556221835481	0	0	10.1237965319568	5.65161412462769	6.95791041631353	0	9.07151433981499	"1125"	"PBS"	"DL191"
8.23432945441438	13.6187030483138	13.2746042110941	8.57081417331274	9.4768175226937	10.7345712291965	11.8043164824472	12.8154778528686	11.0656345375831	"1125"	"PBS"	"DL191"
0	0	0	2.73645885401955	0	0	0	0	0	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	5.28819252701587	0	"1125"	"PBS"	"DL191"
0	0	2.31666304772763	0	0	0	3.57915230304922	5.43941683828077	2.47334862193857	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	5.40370015171304	0	"1125"	"PBS"	"DL191"
6.28056106491841	0	0	0	0	0	0	0	0	"1125"	"PBS"	"DL191"
0	0	2.03638777102588	0	0	0	3.57915230304922	5.96070155528068	2.47334862193857	"1125"	"PBS"	"DL191"
0	0	3.56046442018556	0	0	0	5.11373973061442	7.21047779483413	4.0018806050576	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	4.78953306286773	0	3.67794569961439	"1125"	"PBS"	"DL191"
0	0	0	0	8.41879387191287	6.14842124435203	7.86097463002	0	7.82951878056225	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	3.57915230304922	5.1805679900913	2.47334862193857	"1125"	"PBS"	"DL191"
0	0	3.31980242027459	0	0	0	5.78351285713495	4.16917463483936	4.67143375426244	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	6.88211672500197	0	5.76996818473161	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	4.0357164310063	0	"1125"	"PBS"	"DL191"
0	8.67628761284318	0	0	0	0	0	0	0	"1125"	"PBS"	"DL191"
0	0	2.03638777102588	0	0	0	5.42797195678904	0	4.3159737787079	"1125"	"PBS"	"DL191"
0	0	0	0	0	1.63830416574726	0	0	0.764572457350255	"1125"	"PBS"	"DL191"
