"B"	"cDC1"	"cDC2"	"E"	"eos"	"mon"	"neu"	"pDC"	"mye"	"mouse"	"treatment"	"exp"
0	10.2665466912231	10.3545625572063	0	6.76935189507748	3.79754446277574	3.42528236558803	8.29908951620923	5.74874765124487	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	3.69954380811676	0	"1125"	"PBS"	"DL191"
0	0	0	0	7.98434129434676	0	0	0	6.87988118261555	"1125"	"PBS"	"DL191"
0	0	3.00250967778589	0	0	0	0	0	0	"1125"	"PBS"	"DL191"
7.53568581167592	0	0	0	0	0	6.07512002142771	9.59085223161497	4.96300640062403	"1125"	"PBS"	"DL191"
0	0	0	0	0	5.23743124124837	0	0	4.15813695145305	"1125"	"PBS"	"DL191"
0	0	0	0	8.40127435236791	3.79754446277574	0	0	7.30702365720331	"1125"	"PBS"	"DL191"
10.4940347685226	0	0	0	0	0	0	8.52484270225019	0	"1125"	"PBS"	"DL191"
8.25678490512515	0	0	0	0	0	0	0	0	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	3.02113681673755	3.79474785393179	1.9279808060712	"1125"	"PBS"	"DL191"
9.03888766413317	0	0	0	0	0	0	0	0	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	3.02113681673755	0	1.9279808060712	"1125"	"PBS"	"DL191"
9.5982532236386	0	0	0	0	0	3.24342588898293	0	2.14358330147073	"1125"	"PBS"	"DL191"
0	0	0	0	8.97496231545283	4.71341269061675	0	0	7.88485341254516	"1125"	"PBS"	"DL191"
0	0	0	4.04474423334992	9.31047037897885	0	0	0	8.20600939237914	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	3.34350465101441	0	"1125"	"PBS"	"DL191"
10.6346421784493	0	0	0	0	0	0	9.98213270219544	0	"1125"	"PBS"	"DL191"
2.47545698720488	0	2.31666304772763	0	0	0	5.71845058031789	0	4.60638233200336	"1125"	"PBS"	"DL191"
0	0	0	9.63743159356523	0	4.71341269061675	6.88211672500197	0	5.88160620812431	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	4.81058362053919	0	3.69897278444858	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	6.25743996272251	0	5.14531302032456	"1125"	"PBS"	"DL191"
11.9279353171279	0	2.71673569124623	0	9.68277811424849	4.34082655237616	0	11.3263788250809	8.58321171027405	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	9.27790664297035	0	"1125"	"PBS"	"DL191"
0	0	1.65123222467085	0	0	0	0	5.20303945545306	0	"1125"	"PBS"	"DL191"
0	0	8.56456073345191	0	9.58089366553849	4.73538813415791	7.3754670580493	0	8.58745533127742	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	4.40520138434888	0	3.29427196857577	"1125"	"PBS"	"DL191"
11.5302242547266	0	0	0	0	0	0	0	0	"1125"	"PBS"	"DL191"
0	0	0	3.67735244029724	7.95804706008381	0	0	0	6.85358699917427	"1125"	"PBS"	"DL191"
3.16329180256121	0	3.11977595996172	0	0	0	4.34068341225921	7.23989164885662	3.22992272124402	"1125"	"PBS"	"DL191"
0	0	0	0	6.29291571484639	0	0	0	5.18848238388435	"1125"	"PBS"	"DL191"
0	0	2.31666304772763	0	0	0	4.03067430143208	6.87698670399001	2.92110815243111	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	3.83015932343988	0	2.72186354632197	"1125"	"PBS"	"DL191"
1.80275719797278	8.49081149236931	7.61639790749445	0	0	6.07146096301716	5.32136680590737	11.2312877273541	5.36844434988264	"1125"	"PBS"	"DL191"
0	0	0	0	0	5.6773660016048	0	0	4.59794516115952	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	5.22501706137105	0	"1125"	"PBS"	"DL191"
12.4137997913857	6.74309293241496	6.90956116134994	0	0	0	0	7.72962653857259	0	"1125"	"PBS"	"DL191"
7.90207702950782	11.3202541035331	12.6213307000705	7.36698043806607	10.3399913525187	8.59191330556603	10.4015042896023	12.4663388244395	10.0392336636247	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	3.88167848469443	0	"1125"	"PBS"	"DL191"
0	12.0445332747502	0	0	0	0	0	0	0	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	4.19763879256041	5.15757996048523	3.08733925832195	"1125"	"PBS"	"DL191"
0	0	0	3.62027142528465	6.52260926990941	7.73538192582796	0	0	6.91054791810734	"1125"	"PBS"	"DL191"
0	0	4.25300552767308	0	0	0	6.15425656803866	0	5.04213656524596	"1125"	"PBS"	"DL191"
0	0	2.71673569124623	0	0	0	0	7.22822972125343	0	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	8.62182822240679	0	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	2.73529340990362	0	1.6560394196384	"1125"	"PBS"	"DL191"
0	0	2.71673569124623	0	0	0	0	7.36249385903596	0	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	3.13842196525534	0	2.04138800679869	"1125"	"PBS"	"DL191"
6.38536827877181	0	0	0	0	0	0	0	0	"1125"	"PBS"	"DL191"
0	11.4813168172131	0	0	9.7855712336787	5.41754886579939	5.53445173716396	0	8.70788367951942	"1125"	"PBS"	"DL191"
0	3.0078649725154	0	0	0	0	0	0	0	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	2.33502662029444	0	1.29193540039483	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	3.59432668503279	0	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	4.11763529798321	3.47674401267923	3.0076569725756	"1125"	"PBS"	"DL191"
0	0	0	0	9.66408598138441	3.67989492010456	0	0	8.56220186687721	"1125"	"PBS"	"DL191"
0	0	2.71673569124623	0	0	0	6.16506738760792	0	5.05294658877641	"1125"	"PBS"	"DL191"
0	0	2.31666304772763	0	0	0	4.52295311525759	0	3.41176647739514	"1125"	"PBS"	"DL191"
8.61468417965547	0	8.61635677142365	11.7710232688708	13.8951847074558	13.8497053975181	14.1841521421727	11.1345468056885	13.9860068242578	"1125"	"PBS"	"DL191"
0	0	0	0	9.64897479949687	0	3.02113681673755	0	8.54582268087419	"1125"	"PBS"	"DL191"
0	8.25169390178463	0	8.61477729370938	11.9487399370016	12.5298118333849	10.7289630338522	8.15444130423605	11.9840834933537	"1125"	"PBS"	"DL191"
6.58332065187533	10.1820040578814	0	11.9697896045454	8.90615299150383	0	5.38198870171644	0	7.83052229262218	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	4.16917463483936	0	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	2.05448949940828	0	1.05500980206685	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	3.79474785393179	0	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	8.20428173566874	0	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	5.36666043706595	0	"1125"	"PBS"	"DL191"
0	0	2.03638777102588	0	8.73953678356658	4.0850065478568	4.03067430143208	0	7.65360243649843	"1125"	"PBS"	"DL191"
0	0	0	0	0	0	0	5.10995522210573	0	"1125"	"PBS"	"DL191"
2.1931964516109	0	3.00250967778589	0	0	0	6.679110789226	0	5.56696659645466	"1125"	"PBS"	"DL191"
0	0	0	0	1.66147905997071	0	0	0	0.764572457350255	"1125"	"PBS"	"DL191"
0	11.434506898987	8.54618149010765	2.41194795343652	11.2303940647524	0	0	0	9.7037794896276	"1130"	"FL"	"DL191"
12.1353554239855	0	0	0	0	0	6.01662420929495	0	5.05244839645042	"1130"	"FL"	"DL191"
0	8.22361764176434	0	0	12.2385540859544	5.35420300067617	7.55502067933532	0	10.7298949055189	"1130"	"FL"	"DL191"
5.67355331185961	0	0	0	0	0	0	0	0	"1130"	"FL"	"DL191"
0	0	0	10.4260272496318	10.8836661718945	6.22745788951627	10.7183964909895	0	10.2753853850593	"1130"	"FL"	"DL191"
0	0	0	0	0	0	0	1.7141426375857	0	"1130"	"FL"	"DL191"
5.62312371085604	0	0	0	0	0	0	0	0	"1130"	"FL"	"DL191"
1.60394962124075	0	0	0	0	0	0	0	0	"1130"	"FL"	"DL191"
0	0	0	3.89237324939962	0	0	0	0	0	"1130"	"FL"	"DL191"
0	0	0	0	0	6.08604750976815	0	0	5.1733922234886	"1130"	"FL"	"DL191"
11.8617046399308	0	0	0	0	0	0	0	0	"1130"	"FL"	"DL191"
13.8363989380291	8.64551915503539	9.46394820528474	0	0	0	5.84566883385792	0	4.88150726113999	"1130"	"FL"	"DL191"
8.93917578755044	0	0	14.4412127996824	11.2990504089025	11.5687887427185	13.8619895538491	0	13.0377168119494	"1130"	"FL"	"DL191"
0	0	0	0	0	0	0	3.8788143271702	0	"1130"	"FL"	"DL191"
0	0	0	0	0	0	6.56391555863524	0	5.59971650231844	"1130"	"FL"	"DL191"
0	0	0	11.1636384198885	10.323809182533	6.63657713036511	11.1317851610763	0	10.4032495629738	"1130"	"FL"	"DL191"
0	0	2.04537822434161	0	0	0	0	0	0	"1130"	"FL"	"DL191"
0	8.20005717944249	0	0	0	0	0	0	0	"1130"	"FL"	"DL191"
0	0	2.04537822434161	0	0	0	0	4.4846498356737	0	"1130"	"FL"	"DL191"
4.74079771947896	0	0	0	0	0	0	0	0	"1130"	"FL"	"DL191"
11.3558100561907	0	0	0	0	0	0	10.4279580280534	0	"1130"	"FL"	"DL191"
0	0	0	0	0	0	0	3.47388289978988	0	"1130"	"FL"	"DL191"
0	0	4.02126189236711	0	0	0	0	5.0311089388921	0	"1130"	"FL"	"DL191"
8.28288786307034	12.8316659258194	13.2854589360122	0	8.44420907947142	9.26620365857787	11.2450495052463	13.987512203244	10.4464895061023	"1130"	"FL"	"DL191"
5.28838657308947	0	0	0	0	0	0	9.72337941351444	0	"1130"	"FL"	"DL191"
13.2116787367845	0	9.66381406974546	0	0	0	0	0	0	"1130"	"FL"	"DL191"
6.87093641784269	11.1623765086624	9.25810739161799	0	0	0	0	0	0	"1130"	"FL"	"DL191"
0	0	0	0	0	0	2.86995554610699	0	1.92407427080648	"1130"	"FL"	"DL191"
0	11.8323730249774	11.8258776687377	0	0	0	0	0	0	"1130"	"FL"	"DL191"
0	5.19659346612597	4.4853730336958	0	0	0	0	0	0	"1130"	"FL"	"DL191"
5.4646582387181	0	0	0	8.77147341804016	0	9.31509714956848	0	8.63671982269642	"1130"	"FL"	"DL191"
0	11.732444759502	11.9367530741113	6.70019470557771	9.93741138690845	0	6.76533662725286	0	8.481775818291	"1130"	"FL"	"DL191"
0	0	0	0	0	0	0	3.3870539250991	0	"1130"	"FL"	"DL191"
0	0	0	0	0	0	0	1.7141426375857	0	"1130"	"FL"	"DL191"
0	0	0	0	0	0	0	1.7141426375857	0	"1130"	"FL"	"DL191"
0	11.9458703262202	0	6.4838382339801	10.0051443527572	9.38748932285923	12.4690051534234	9.31186614832763	11.5972028363343	"1130"	"FL"	"DL191"
0	0	0	0	0	0	6.40285475723038	0	5.43866014472919	"1130"	"FL"	"DL191"
7.00074778323372	9.52026536072873	9.93149059408992	0	14.065467232967	14.4402012017384	12.080337027321	12.444560580376	13.9071621472862	"1130"	"FL"	"DL191"
0	0	0	4.42840425809558	7.10121215696837	5.60842822831087	8.64747885922705	0	7.84181839253655	"1130"	"FL"	"DL191"
6.44547208738866	0	0	8.81522910110597	0	0	0	0	0	"1130"	"FL"	"DL191"
0	0	0	0	0	0	5.02626263972204	0	4.0623050167623	"1130"	"FL"	"DL191"
0	0	0	0	0	0	0	4.16630940939437	0	"1130"	"FL"	"DL191"
0	11.1950803635816	13.6711150443039	0	0	0	0	4.77227623549981	0	"1130"	"FL"	"DL191"
0	0	0	0	0	0	0	4.62569715089579	0	"1130"	"FL"	"DL191"
0	0	0	3.63671772129753	12.1008829333166	0	0	0	10.5742683552632	"1130"	"FL"	"DL191"
0	7.24968756315256	9.6103997043014	0	0	0	0	9.32080448526215	0	"1130"	"FL"	"DL191"
0	0	0	4.01364447233269	0	0	0	0	0	"1130"	"FL"	"DL191"
0	13.6748018652632	12.0805183067904	3.16779380293733	0	7.3406124114188	12.4501094241531	13.0910355833045	11.4922370063616	"1130"	"FL"	"DL191"
0	0	0	9.78315569239265	10.4451507406191	5.75965568870871	10.7959818267425	0	10.1739877062294	"1130"	"FL"	"DL191"
4.12787679492783	0	0	0	0	3.10490050495312	0	3.55378358653294	2.2024980210922	"1130"	"FL"	"DL191"
0	0	0	0	0	0	0	2.78360293953375	0	"1130"	"FL"	"DL191"
0	10.165383570271	0	0	0	0	0	0	0	"1130"	"FL"	"DL191"
0	9.45429174926248	0	0	0	0	0	0	0	"1130"	"FL"	"DL191"
0	10.5541899700055	0	0	0	0	0	0	0	"1130"	"FL"	"DL191"
0	0	0	0	0	0	0	3.69668072341224	0	"1130"	"FL"	"DL191"
8.06620713287689	0	3.82074987183834	0	0	0	0	5.99196755850692	0	"1130"	"FL"	"DL191"
0	0	0	0	0	0	0	3.50132446741307	0	"1129"	"FL"	"DL191"
0	0	8.79261947353496	0	0	0	0	0	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	2.58977035550208	0	"1129"	"FL"	"DL191"
1.55470463279564	0	0	3.39187094163549	0	0	0	0	0	"1129"	"FL"	"DL191"
0	6.03268947531725	0	0	7.32492797218502	0	0	0	5.82752502976235	"1129"	"FL"	"DL191"
0	0	0	3.57384681211721	0	0	0	5.05508492461392	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	3.09699323434206	0	"1129"	"FL"	"DL191"
1.93557065652327	0	0	2.19914018755072	0	0	0	4.48137193946087	0	"1129"	"FL"	"DL191"
3.12043882652494	0	0	5.37863390786217	0	0	0	0	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	2.74243226044567	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	3.40613177586708	0	2.45897772935202	"1129"	"FL"	"DL191"
0	0	0	0	8.40436383380602	0	0	0	6.90695360185201	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	4.28906014038822	0	"1129"	"FL"	"DL191"
0	11.5175265019555	12.8053402190816	0	0	5.40596356738314	7.40323204337459	0	6.57877309681999	"1129"	"FL"	"DL191"
0	0	0	2.4814645158032	0	0	0	5.13620437929232	0	"1129"	"FL"	"DL191"
0	0	5.27049588924963	3.48698481764985	0	0	0	5.62865920233362	0	"1129"	"FL"	"DL191"
12.8988025442911	0	7.99113823800572	2.88304951181062	0	0	4.77034379240314	6.82064409339794	3.81736122245822	"1129"	"FL"	"DL191"
0	0	0	2.70209889474219	0	0	0	3.9707739320003	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	3.78860877132484	0	"1129"	"FL"	"DL191"
0	0	0	3.28677555847912	0	0	0	4.78141872494364	0	"1129"	"FL"	"DL191"
1.55470463279564	0	0	0	0	0	0	3.50132446741307	0	"1129"	"FL"	"DL191"
9.71536159844734	10.2921680847146	0	14.0393129627199	12.9643563430937	9.40005831052805	11.4274632514239	0	11.8175910474664	"1129"	"FL"	"DL191"
0	0	0	4.58476490874217	0	0	0	0	0	"1129"	"FL"	"DL191"
0	0	0	6.19410281773678	10.702777556197	6.02413340633666	5.73231917084166	0	9.23316725200901	"1129"	"FL"	"DL191"
0	0	7.79238147463877	0	8.90721970724425	0	0	0	7.4098088718474	"1129"	"FL"	"DL191"
0	0	0	3.57384681211721	0	0	0	5.33568236523576	0	"1129"	"FL"	"DL191"
2.2142033142589	0	0	0	0	0	0	0	0	"1129"	"FL"	"DL191"
12.0598248929252	0	0	0	0	0	0	0	0	"1129"	"FL"	"DL191"
0	0	0	0	8.93379550487876	6.25324497247873	5.07904616594675	0	7.58153575571167	"1129"	"FL"	"DL191"
4.85901514653473	0	0	0	0	0	0	0	0	"1129"	"FL"	"DL191"
3.12043882652494	0	3.54853073633273	5.14862991287233	0	0	0	3.92824590373688	0	"1129"	"FL"	"DL191"
0	0	0	2.88304951181062	0	0	0	3.78860877132484	0	"1129"	"FL"	"DL191"
0	0	0	4.26640392743331	0	0	0	1.53321850485987	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	2.409903366859	0	"1129"	"FL"	"DL191"
0	2.23206262200306	2.4564685885356	3.39187094163549	0	0	0	2.99211031168051	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	3.27869163676237	0	"1129"	"FL"	"DL191"
0	0	0	2.88304951181062	0	0	0	4.78141872494364	0	"1129"	"FL"	"DL191"
0	0	0	2.19914018755072	0	0	0	0	0	"1129"	"FL"	"DL191"
7.83430564427093	13.2857199959131	13.589214614687	5.62076578753108	14.0561190114806	14.4704587177338	14.2751125594027	12.8546417128836	14.3146444218767	"1129"	"FL"	"DL191"
2.43307439602071	0	3.93108022816681	3.65377321874676	0	0	2.8692591984195	3.9707739320003	1.93377165820754	"1129"	"FL"	"DL191"
4.03509228778262	0	0	4.75178940971377	0	0	0	0	0	"1129"	"FL"	"DL191"
0	0	0	2.88304951181062	0	0	0	0	0	"1129"	"FL"	"DL191"
0	9.822507879938	9.25126309760882	0	0	0	0	0	0	"1129"	"FL"	"DL191"
3.21541138521007	0	0	4.52225842430474	0	0	0	0	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	2.19123199134788	0	"1129"	"FL"	"DL191"
0	0	0	0	7.74640824833325	0	0	0	6.24900061213957	"1129"	"FL"	"DL191"
0	1.95312005196654	0	1.80852929391968	0	0	0	0	0	"1129"	"FL"	"DL191"
3.45595736344447	10.5733301183024	8.28331640652526	0	0	5.16884600576442	0	0	4.22962196287599	"1129"	"FL"	"DL191"
0	6.58358158696266	6.97738058365009	0	8.90663405571166	0	0	0	7.40922322072271	"1129"	"FL"	"DL191"
0	0	3.23908573203295	0	0	0	0	0	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	2.99211031168051	0	"1129"	"FL"	"DL191"
0	10.0928409226414	8.61534844233903	0	0	0	0	9.6668123540797	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	1.91301374281585	0	"1129"	"FL"	"DL191"
0	8.61030219897724	0	0	0	0	4.28760889383961	0	3.33529441735792	"1129"	"FL"	"DL191"
0	0	0	1.80852929391968	0	0	0	0	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	4.44662216818283	0	3.49401394657132	"1129"	"FL"	"DL191"
14.1135455449714	0	0	3.86118480675518	0	0	0	4.53015019594942	0	"1129"	"FL"	"DL191"
0	0	0	2.19914018755072	0	0	0	0	0	"1129"	"FL"	"DL191"
0	0	0	3.03637083110767	0	0	0	0	0	"1129"	"FL"	"DL191"
0	0	0	1.80852929391968	0	0	0	0	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	3.68336826758207	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	1.53321850485987	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	2.58977035550208	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	2.99211031168051	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	4.40343200868041	0	"1129"	"FL"	"DL191"
0	9.33280850233314	9.53298165392176	0	0	0	0	7.0009552388849	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	4.01156805187395	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	2.87499382060363	0	"1129"	"FL"	"DL191"
5.15974209497345	0	0	0	0	0	0	0	0	"1129"	"FL"	"DL191"
2.2142033142589	0	0	0	0	0	0	0	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	3.83735135705525	0	"1129"	"FL"	"DL191"
9.0222144288135	8.32583222093074	10.4915971870248	0	0	0	0	0	0	"1129"	"FL"	"DL191"
0	0	0	3.79670726242568	0	0	0	3.09699323434206	0	"1129"	"FL"	"DL191"
0	0	4.33633143828211	2.70209889474219	0	0	0	0	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	4.12483027443552	0	"1129"	"FL"	"DL191"
0	8.86166323961959	9.41586919804869	0	0	0	0	0	0	"1129"	"FL"	"DL191"
0	0	3.78460786898912	0	0	0	0	4.0507640424632	0	"1129"	"FL"	"DL191"
0	0	0	0	3.41114128908567	0	0	0	1.93377165820754	"1129"	"FL"	"DL191"
0	0	0	0	0	0	4.09845369328307	0	3.14663437952472	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	2.409903366859	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	4.05591854892054	0	3.10423867361604	"1129"	"FL"	"DL191"
0	0	0	3.39187094163549	0	0	0	4.68427005252668	0	"1129"	"FL"	"DL191"
8.52296638336261	9.12020416905499	0	13.5206400188241	12.0302395176304	8.50903424207152	10.3649042047205	0	10.8531010758609	"1129"	"FL"	"DL191"
1.55470463279564	0	3.14409759144819	2.19914018755072	0	0	0	0	0	"1129"	"FL"	"DL191"
0	13.5362991851908	12.5094109185642	6.63333235210989	9.37839360044838	9.03442392503245	11.2271751742266	10.5744749498692	10.4598914565686	"1129"	"FL"	"DL191"
0	0	0	2.88304951181062	0	0	0	3.191949608984	0	"1129"	"FL"	"DL191"
0	6.50406985366349	0	0	9.06254065732375	0	0	0	7.56512972899298	"1129"	"FL"	"DL191"
0	0	0	3.16936283223098	0	0	0	0	0	"1129"	"FL"	"DL191"
0	0	0	2.19914018755072	0	0	0	2.58977035550208	0	"1129"	"FL"	"DL191"
0	0	0	0	7.43540350244021	0	0	0	5.93799892630272	"1129"	"FL"	"DL191"
0	0	0	0	0	5.16884600576442	0	0	4.22962196287599	"1129"	"FL"	"DL191"
5.85286453733807	8.36894939951736	8.71894417135485	0	0	0	0	9.35796672091367	0	"1129"	"FL"	"DL191"
0	0	2.23740480205176	0	0	0	0	0	0	"1129"	"FL"	"DL191"
0	0	0	0	0	0	0	2.58977035550208	0	"1129"	"FL"	"DL191"
7.60937006683323	7.33096210781128	0	0	0	6.56212754625068	0	11.5775305184268	5.6227350083866	"1129"	"FL"	"DL191"
10.7073186602541	12.6556624619113	12.987587588359	4.55399986138746	0	10.6116580395674	11.9491581631809	14.1800829321079	11.2317838067338	"1129"	"FL"	"DL191"
5.30456474806258	11.3495571350785	10.2721761229447	7.36103058683641	10.4911596301809	8.810099395507	11.0126607510463	0	10.4353894380323	"1129"	"FL"	"DL191"
